x to 2.JPG,y to 2.JPG
224.756,183.387
974.418,1773.55
1662.36,1269.52
1666.1,1059.31
1291.1,2498.1
1050.77,2784.78
1663.09,1394.25
1662.73,1404.98
1310.52,1329.32
1522.71,2686.42
1664.69,1399.11
3158.38,2387.2
1721.03,2795.33
2425.14,2507.18
1295.47,984.878
1305.93,1192.36
1677.09,716.423
1668.81,1404.69
1634.9,2690.07
1676.51,808.579
165.949,1979.86
1276.59,1633.94
1676.84,1258.94
2181.92,2872.09
1190.52,1801.5
2238.45,742.105
1555.94,2615.19
1689.64,732.532
1991.98,1367.63
1683.95,1339.33
1339.37,2203.27
1157.52,1620.78
1692.1,730.533
1778.73,2949.12
1838.54,2056.42
1690.53,1256.52
2381.12,2340.73
1688.4,1394.37
1698.22,2514.23
3483.65,687.67
1101.32,341.64
1569.96,1794.44
2569.59,1195.36
2097.92,1096.39
1703.58,1334.88
1209.31,2718.39
1705.06,1332.11
1932.52,1957.17
1878.25,2197.38
2675.71,1849.17
1707.9,1361.55
2498.92,868.163
1976.79,2504.88
2252.38,517.34
1741.14,2689.5
1992.85,510.717
2285.57,2801.65
1712.29,1359.51
1912,3.85061
1078.93,1789
2725.29,989.804
1714.79,1347.57
1388.56,1198.48
2292.42,1159.52
528.187,2956.07
2314.39,246.917
364.693,2008.77
3107.73,1023.83
1718.4,1372.85
1011.65,2404.09
2586.81,580.058
1652.95,1655.36
2016.2,2277.88
3301.18,1393
2542.15,2966.43
1392.02,1201.61
3177.09,2583.41
1728.58,1330.94
1729.1,1340.13
3135.57,1772.38
1756.3,2958.69
1732.59,1257.73
1307.34,1546.99
1712.57,2174.45
834.724,2087.67
3775.6,1533.83
3324.73,305.035
2580.72,1766.14
1050.88,2597.82
2604.27,595.039
1937.79,1737.92
2379.02,2971.57
415.72,2594.64
992.275,1836.54
1693.98,2155.05
1693.98,2155.05
2217.52,847.867
1820.9,2882.55
911.421,2677.8
1081.96,2521.67
1577.4,240.042
21.0031,2769.58
3119.39,1146.86
185.374,2297.57
1447.55,1850.18
1123.34,1227.28
2425.83,2125.34
238.84,93.8038
1752.08,2067.54
1586.42,2224.61
1758.66,2075.07
1956.63,126.718
1956.63,126.718
10.446,370.163
2563.66,682.52
1784.7,1666.03
2090.71,2347.61
2018.63,1448.52
822.903,1077.53
1080.77,2806.9
2283.84,1838.25
1443.94,2178.58
1214.46,1568.97
1311.19,1225.96
2760.87,2260.03
1419.49,1877.27
23.868,2237.98
1387.44,1310.79
1319.13,238.985
3979.93,463.071
1746.57,1369.12
858.417,2650.7
3084.33,792.477
1880.13,120.243
1283.39,2959.69
2710.81,1335.34
179.37,202.722
318.821,2787.76
3018.95,2162.85
359.378,2775.51
1502.1,2203.82
1497.1,1378.91
1884.54,205.47
1921.57,2348.59
1497.87,2353.42
1491,2026.65
1726.8,90.0772
2377.14,285.926
2063.92,2456.85
2269.67,493.307
2736.54,867.304
1254.52,1980.57
2529.8,782.801
1050.77,2784.78
2364.73,440.553
1130.34,1547.55
1595.21,2004.4
2472.77,2346.94
2290.6,1572.55
1581.2,2491.45
1408.13,1685
2100.42,823.828
592.553,2448.71
626.862,2763.73
1924.5,2107.03
479.965,1285.03
1865.14,1874.11
1441.77,1489.34
1233.03,1195.94
298.819,364.826
2072.49,2430.56
1158.63,1776.73
1730.07,2170.37
1691.43,2547.62
1321.18,2042.89
1566.09,2492.51
1770.41,1893.08
3453.06,827.436
1500.25,1677.53
1631.19,2692.31
1706.1,347.719
1989.7,1919.33
3024.65,1897.34
1824.9,1403.51
1550.5,1762.84
1955.93,2254.52
1811.7,2178.41
2737.24,969.507
2737.24,969.507
1958.73,2376.68
1400.47,1581.3
2938.21,982.976
1957.73,122.076
2424.08,621.315
1497.07,1229.39
2106.44,2489.01
1909.69,1000.99
2357.73,1047.84
2367.61,2928.42
2124.27,657.108
1724.94,1969.22
1677.95,2666.13
1677.95,2666.13
1203.81,317.943
1898.38,2853.76
1906.02,1420.76
2437.54,375.79
1732.69,1380.58
1285.1,1981.85
739.481,1181.1
3063.15,1306.84
1167.22,1639.29
1770.41,1893.08
1331.55,1591.93
1281,1240.36
1794.44,2808.24
1585.31,1894.99
1442.31,1755.48
2088.19,2828.09
1643.12,1630.95
3473.86,2616.2
2076.59,2441.98
1779.59,2351.11
