x to 2.JPG,y to 2.JPG
1616.16,976.428
1403.72,2592.1
821.263,2670.04
2215.34,2322.67
693.868,1535.1
1901.33,2962.06
1044.77,1355.31
1956.64,1235.56
1033.06,2009.04
1909.28,1387.6
791.654,1642
939.335,1969.09
1394.32,1100.46
222.917,2458.65
1531.07,663.177
527.429,1159.87
1563.77,992.24
2834.78,2271.84
1758.12,2283.26
3205.98,947.473
1628.42,1274.32
1885.99,1246.22
1851.23,1975.31
902.658,1679.21
902.658,1679.21
691.935,2932.72
26.428,2132.56
3675.08,2790.66
2364.55,2586.19
996.291,1076.04
2587.65,328.595
2779.51,2832.18
2372.78,2924.95
2660.35,2488.13
831.14,555.036
2216.72,922.926
1320.72,1583.72
113.76,542.59
534.723,730.467
1167.63,2955.7
1960.52,2535.81
47.8825,1473.67
2636.61,2606.58
127.047,2505.15
718.456,1914.99
1759.45,1012.8
3369.66,1365.68
3056.84,1311.65
2600.01,1662.64
1354.18,1221.89
1659.11,2637.03
3943.38,1443.43
183.056,1915.87
158.738,1637.51
633.085,1911.66
148.174,2544.92
373.72,464.307
294.818,2005.3
3056.57,940.623
765.943,1042.2
74.1309,2565.46
737.629,1072.69
2327.33,1356.6
2585.98,2856.97
469.163,1086.01
2367.61,2928.42
2541.06,2835.6
2721.88,1036.49
1040.77,1414.09
3062.95,2299.98
2445.39,1708.89
375.233,1829.82
1096.73,1522.53
3030.21,2612.89
1475.84,1795.95
463.396,483.625
84.177,1670.86
84.177,1670.86
3397.87,2581.41
1689.91,1696.52
3445.59,1511.48
1237.73,1741.88
1555.96,1975.37
1545.57,2655.4
2798.53,1507.45
1050.64,1038.01
905.418,1547.52
2196.52,1501.67
126.095,2060.91
1349.53,2339.26
3013.13,2660.69
1478.47,2051.08
2232.4,2286.07
1981.17,1057.27
2289.88,2303.82
2796.41,2094.35
407.855,1925.56
125.695,1851.04
441.122,210.923
2509.81,2535.89
1995.43,2566.41
1044.16,180.575
2464.78,2300.94
109.754,462.993
2533.88,1327.08
3857.06,2915.12
2330.31,793.642
2278.54,830.616
1372.44,1460.86
3047.48,1125.45
1543.55,899.934
2735.53,1088.52
416.052,1678.11
1846.08,2003.89
2573.99,2870.55
1281,1441.7
280.405,1495.95
2285.68,2276.46
487.909,1537.39
3100.04,1152.12
3152.63,899.657
2215.3,412.995
1834.03,666.892
2231.47,2385.58
325.066,1576.08
1428.03,1768.2
1849.25,2689.81
363.535,1563.84
3335.97,115.18
1555.96,1975.37
2982.39,2715.76
2983.58,2312.3
59.1402,2199.54
2251.38,2752.46
2278.54,830.616
2723.59,2981.17
1729.16,1421.41
1231.81,1202.81
2846.98,460.448
2365.76,2285.57
757.504,1814.55
2216.73,507.812
1544.29,1048.97
1840.56,2222.87
3629.8,1258.64
1817.39,2628.83
3282.7,1209.94
2394.62,1005.54
1441.89,1800.5
422.002,1523.31
1354.18,1221.89
2466.13,2294.27
939.535,2435.57
2797.66,1558.03
401.554,2674.21
2158.59,899.541
1271.23,2913.64
861.057,1040.88
3251.03,2186.2
3127.62,1803.05
376.757,1787.45
3228.9,2990.81
1854.63,1029.02
3056.57,940.623
1408.67,2498.64
3167.14,2959.41
3707.59,2729.12
1019.18,2081.69
222.917,2458.65
1459.37,1537.12
3387.71,306.504
1122.61,2503.21
2725.89,2307.76
2830.86,771.804
2704.61,1494.8
450.164,2491.35
1376.51,1464.96
350.599,2230.45
1028.86,1403.02
3308.92,1292.81
1721.91,1346.37
1311.75,830.194
968.552,2285.08
2460.54,2871.82
2530.23,907.398
3444.82,119.761
3152.63,899.657
47.5035,2627.81
1296.25,133.624
2178.08,1640.41
3434.29,2173.29
1156.03,2193.43
1730.41,2403.26
308.895,75.8753
3495.18,224.072
1074.68,2351.34
3186.89,1582.81
1470.35,1384.44
1377.94,2571.99
2737.48,1324.73
556.573,1572.58
179.822,2045.81
1593.74,2055.56
2181.4,1547.84
249.027,141.877
1893.11,2688.97
490.687,2237.48
1818.85,1424.85
364.714,1069.78
360.401,484.416
1787.79,2754.39
101.807,1934.28
1307.65,494.831
505.395,280.206
2292.63,310.411
2006.32,752.404
892.071,1046.83
3156.7,2289.19
1539.19,2327.64
2204.17,2825.96
501.152,2867.28
2156.97,1367.84
3638.25,1429.33
631.118,2544.92
573.527,1710.02
2322.01,2296.38
2532.75,385.452
3208.73,1356.11
2592.92,2124.85
436.173,2581.84
1020.49,2605.29
810.911,1028.05
2826.6,577.576
1544.29,1048.97
37.7161,1822.26
509.658,1554.08
2273.47,271.702
1826.32,1424.05
2686.19,1130.44
869.257,1653.08
64.7317,657.736
2767.21,2251.52
845.041,1729.58
845.041,1729.58
1650.4,2088.69
2647.44,2214.63
2630.84,1938.46
1212.56,1255.8
1538.33,2974.71
1243.81,2185.81
685.692,1646.14
2121.86,784.621
1250.08,1017.08
528.806,1959.43
1338.25,2401.64
1346.29,204.502
2363.2,66.1737
1549.18,404.795
1817.39,2628.83
658.145,545.374
1492.87,1782.53
2605.44,2109.11
823.711,1272.06
1914.35,1874.04
3279.78,2906.38
800.547,872.058
7.43809,2434.62
3235.62,2853.28
974.522,333.44
1898.17,74.4281
2146.7,997.971
1284.89,1741.8
3121.88,1401.81
1214.58,2345.17
3633.93,1272.24
1792.16,2764.06
3633.89,1608.88
2162.25,380.478
1041.6,1826.62
1226.16,2835.93
1795.26,2098.59
2140.73,35.846
1352.13,2418.2
971.881,1332.82
433.029,1565.78
1268.42,1341.1
224.447,2578.39
1879.4,2283.83
1538.57,2335.99
2330.43,2397.48
148.385,2208.97
2820.06,1180.32
2889.9,454.07
3694.14,1315.7
3284.02,200.682
1563.17,2747.51
2747.6,2585.38
357.065,1706.16
1207.76,2553.54
800.547,872.058
1677.47,2024.09
664.147,394.172
2458.66,2947.44
449.324,65.9388
1106.92,1691.3
3190.31,241.77
2935.77,2888.48
3391,1328.99
2008.68,1342.72
3657.48,1625.08
3219.41,1325.48
811.744,1057.09
1906.15,2626.29
3621.98,1023.89
1657.12,1307.77
3493.08,1526.52
2731.02,2436.76
1622.2,2777.59
3405.18,2887.3
1030.95,2368.5
171.123,1851.33
1766.25,1892.01
1838.61,2155.52
1838.61,2155.52
447.496,2809.37
945.983,2551.73
836.571,913.112
2338.68,1474
501.828,1110.23
1611.94,2796.29
2551.79,2747.28
2457.71,1634.57
3057.7,2158.48
1721.22,163.591
383.074,1069.14
1779.91,2010.57
2840.47,2428.44
1122.61,2503.21
44.8218,304.76
297.295,791.535
297.295,791.535
1637.17,176.702
423.239,1813.35
2601.08,2639.83
1682.29,1035.63
3666.2,2970.71
3669.82,988.665
3164.73,2233.44
1020.97,2594.91
1682.29,1035.63
1675.86,832.017
3852,2655.16
2009.16,1913.04
1857.8,2884.6
1637.99,2299.51
1874.03,2010.01
1590.28,2359.81
673.145,1216.94
3385.01,1244.89
679.141,436.748
2009.41,1534.66
3780.03,79.5601
1365.86,2231.64
682.768,383.716
3302.08,815.106
342.807,1018.1
168.919,2183.01
577.981,1732.71
2389.28,360.105
800.602,1750.86
3804.72,818.133
3852.08,404.69
2117.47,949.953
3527.88,862.067
1768.87,2974.4
3408.98,282.028
3193.01,2954.97
2629.57,2640.34
3030.55,835.437
2151.01,1022.38
1062.4,2838.32
,
x to 21.JPG,y to 21.JPG
,
1163.69,2640.8
2846.28,2576.73
1789.35,2881.4
2999.69,2762.17
261.748,2631.54
961.573,2953.94
1009.54,366.493
2671.13,2221.2
2413.65,1741.01
558.656,1681.39
181.631,2026.81
2723.13,372.642
2437.32,945.054
842.993,89.5517
1803.7,1714.94
2065.7,2335.57
1200.07,1536.72
1940.97,1575.14
775.953,78.5413
2880.27,786.553
760.474,2292.26
1027.9,2628.14
1768.84,1940.67
1768.84,1940.67
1914.92,2151.33
1914.92,2151.33
1982.61,169.503
1836.95,2471.27
1675.26,2108.64
2722.1,2185.1
1367.13,2226.33
1141.16,37.6266
2658.62,1755
3488.82,2228.89
1463.83,450.977
938.916,2893.33
1418.66,1488.98
246.277,1608.98
2659.46,2661.62
1352.52,148.833
1636.56,2612.51
2766.31,2562.09
3650.99,1483.55
428.467,184.55
141.148,1989.29
1660.84,1360.02
2332.93,2046.92
663.754,2623.57
3561.54,1561.1
3161.67,1351.82
1222.2,2587.34
1230.32,1882.3
1341.3,254.002
3875.85,1771.2
1875.48,1857.35
2438.59,969.712
3046.33,2597.93
1869.4,1860.91
3224.41,945.764
1362.82,2520.74
107.96,2969.88
3388.88,1631.7
1067.83,1137.99
3577.37,1581.75
897.037,2777.12
3254.09,2217.76
716.388,1637.28
1427.31,1339.91
923.065,2460.84
2435.61,1645.42
1820.21,2252.72
619.876,848.635
1532.38,879.745
216.167,1806.83
218.134,141.518
2989.08,1660.72
3183.42,815.076
1975.88,1373.75
2176.07,460.827
2401.34,929.691
3291.47,1404.59
2743.26,2317.64
3969.7,5.21441
226.774,34.5482
1875.48,1857.35
2669.22,2404.1
1953.99,1398.81
2272.5,806.6
343.684,1215.17
379.282,1186.94
9.50145,2413.08
1326.36,1365.87
1942.29,1977.61
2437.29,2776.54
2554.71,2789.57
1081.11,2288.46
2963.33,333.855
734.815,726.504
3298.95,2243.69
1841.34,2598.04
3085.35,1653.99
858.265,883.262
289.301,2090.93
1820.69,2240.62
3197.36,2687.47
976.345,1628.86
2414.64,2554.62
194.554,2863.61
484.383,2578.01
1290.95,1671.94
3585.76,854.472
782.916,2599.43
2558.43,1807.03
2258.01,2708.16
2509.05,2674.56
1654.8,1255.53
2535.48,2415.89
2412.9,2528.93
1481.34,1641.22
1841.43,2150.95
1353.65,2109.37
3279.64,761.287
809.051,1493.6
500.741,525.299
1847.26,1996.81
1731.87,2067.4
575.083,2754.86
1936.22,1982.38
1952.89,124.226
1358.81,2874.54
2737.89,1315.38
551.792,1999.85
1275.91,1723.16
1275.91,1723.16
350.793,1685.14
2105.72,415.316
1642.04,1654.22
3367.56,1602.46
2469.32,907.06
2998.63,2910.58
3236.49,2813.86
1651.01,2661.26
3491.85,873.32
243.31,1325.07
2279.99,1926.98
2954.02,2443.26
1347.05,1027.84
2385.14,2834.47
3789.19,2802.74
2956.07,1918.6
1990.54,2422.64
2854.46,2541.25
417.819,222.054
2134.97,1540.99
838.411,1561.18
2325.63,2607.54
206.501,28.2666
2625.69,2709.3
1035.71,1328.7
2522.29,250.928
3799.33,300.284
2904.12,2594.2
712.504,451.172
2908.3,2760.81
677.717,2318.22
931.047,2706.9
2565.92,2015.09
700.003,1764.93
115.947,2117.35
1548.29,1926.68
2392.25,1965.5
1069.56,2676.86
2212.24,1974.01
2566.69,1164.07
783.553,860.471
647.723,1055.93
1078.78,48.9866
1077.97,2003.95
2965.98,2752.2
868.892,1890.17
210.876,2770.17
1251.08,2735.7
2407.31,2405.38
2947.12,62.9656
1501.77,450.642
1230.55,2508.25
939.205,2471.35
2726.16,312.775
2427.9,164.164
2714.37,677.897
994.363,1659.69
1318.19,1239.44
2999.39,2460.99
2478.86,2628.65
2883.64,1297.56
2509.21,2521.81
1456.6,2810.47
2421.66,1841.68
3088.88,2154.59
3268.37,645.727
3437.43,2724.28
1446.92,1827.35
1545.06,2696.94
3232.69,920.119
2835.52,2173.42
320.685,2847.88
2510.21,2655.97
3596.06,1576.5
3657.48,1625.08
3908.13,2325.93
789.292,2688.4
2346.32,2886.01
1732.95,2526.75
2016.14,638.249
839.334,2235.7
3638.25,1429.33
1375.7,2725.44
2638.55,2625.85
2324.57,1821.03
2090.77,2564.42
2090.77,2564.42
1312.39,1804.52
1777.9,2695.9
3310.15,1198.86
1377.2,1558.46
2712.68,2480.83
1982.41,49.5296
736.446,2729.22
597.058,1972.55
3415.33,2529.14
2031.26,2482.11
317.823,1140.48
1283.05,1485.77
653.528,62.1538
2247.37,494.784
3657.48,1625.08
3811.75,1034.64
3606.79,2956.94
1215.43,917.567
446.404,709.526
3271.04,2661.77
1221.83,1855.09
2824.92,2674.39
1422.32,1054.65
3157.71,2478.31
2322.34,2653.98
3789.19,2802.74
2758.26,2664.49
1617.82,1459.58
959.83,1327.6
1565.64,1423.88
1488.95,1131.95
2325.16,753.574
1962.82,2426.06
426.311,795.132
2514.19,1866.57
3768.54,1542.47
162.701,1812.63
2202.37,644.997
1513.86,2644.97
429.105,116.765
216.253,35.8689
3657.48,1625.08
1751.94,1883.95
3428.62,2935.99
1864.29,2497.52
2917.79,2886.52
2201.51,2813.83
2052.42,640.574
3503.59,2285.59
1779.72,708.661
3633.89,1608.88
3165.54,2663.16
3356.8,1679.14
616.6,2543.59
844.639,2312.51
1618.3,2203.44
378.211,2239.35
3242.65,2542.27
936.016,2425.85
2387.91,2266.43
1210.4,1676.84
2494.27,634.117
1957.07,223.185
1568.54,1492.78
1926.17,2919.57
2667.47,2646.62
1887.55,2291.46
1567.39,2543.23
1080.8,1356.63
2777.59,1773
2083.99,2033.35
1869.4,1860.91
364.693,2008.77
2239.52,950.604
692.183,1807.8
1904.44,2840.62
617.883,1239.68
1767.37,1605.97
2537.87,2307.88
816.92,1325.38
2328.64,1243.39
1487.84,1883.2
1743.73,1430.2
3068.08,2787.79
3721.01,993.41
2295.62,588.204
3084.71,2622.88
3084.71,2622.88
1677.47,2024.09
2370.55,1959.74
2420.11,362.809
704.714,2217.01
1171.55,2155.92
233.957,1110.09
1719.36,2737.98
3230.86,2748.2
3110.07,1357.83
1481.22,2716.98
2390.9,147.474
533.981,476.748
787.278,1731.05
956.469,1479.75
2215.31,885.419
826.434,2778.64
1690.62,1656.22
1602.11,114.952
2340.82,2912.82
1611.64,2538.11
2262.16,375.823
2309.62,2064.14
3162.43,2457.58
2989.54,2652.2
480.247,1836.66
2471.07,445.234
692.329,1737.55
627.499,2954.94
1051.56,1147.61
1058.32,2381.52
2439.97,731.294
2491.38,588.862
1712.57,2174.45
1383.5,1585.61
1956.45,1635.02
3260.46,2303.17
3219.17,2785.12
3262.26,914.124
1973.03,1454.22
3019.83,2542.04
3125.85,2427.29
1612.18,2327.92
1699.42,2680.58
3111.48,2437.66
3001.88,2554.27
2908.08,2177.79
567.982,2037.35
1998.46,2083.03
1794.77,1588.66
2029.51,2419.71
3018.18,2513.97
957.535,887.091
2796.53,1109.43
1866.4,2027.95
1601.43,2513.36
3755.53,1701.82
1922.28,1687.15
3227.32,2284.96
1336.83,1692.82
1512.25,2556.4
3060.01,2454.3
3754.7,1696.2
3764.62,1683.86
1502.77,1697.44
1776.56,278.929
2478.17,339.47
1230.97,907.342
383.756,1882.04
976.093,1074.31
787.388,1154.59
3081.31,2410.37
2812.33,2695.11
1737.92,126.891
2809.09,2698.07
2806.37,2701.39
2786.74,2722.05
2106.65,831.586
3061.1,2424.3
1310.72,1319.17
1241.03,30.5304
2789.65,2712.7
2620.21,1396.74
2555.77,2950.58
2773.61,2715.45
1252.18,95.3434
2778.64,2709.22
990.603,2676.76
597.058,1972.55
2406.92,1405.83
1961.38,1790.28
2131.58,647.599
3366.35,2077.63
2066.39,2827.63
1762.29,2511.65
2576.02,2901.95
2767.78,2700.42
2347.92,1141.23
2347.92,1141.23
2769.91,2693.99
2583.6,2882.09
2087.83,2038.7
2761.46,2698.82
2565.03,2900
2565.92,2885.96
2565.92,2885.96
579.153,1871.56
1451.46,2607.48
2758.17,2687.1
3920.11,837.319
2699.5,2733.17
1228.35,2978.54
2740.11,2695.91
2554.46,2885.58
633.059,452.509
3245.98,2168.83
121.163,2425.9
1857.28,7.442
2740.87,2686.18
2763.82,2662.77
2541.12,2889.07
2772.57,2647.53
2772.57,2647.53
444.259,1732.17
2758.26,2664.49
2730.75,2689.29
2730.75,2689.29
2783.79,2634.14
2525.8,2896.04
2534.86,2883.99
338.039,2790
3402.45,2555.67
2722.65,2692.18
2722.65,2692.18
1506.35,1677.87
2768.82,2633.07
2762.54,2638.1
2771.85,2628.38
238.84,93.8038
2700.38,2697.72
2773.28,2624.46
2495.14,2901.26
2775.06,2617.47
1106.8,1149.48
1530.99,1628.94
2706.11,2682.3
2730.38,2655.48
2775.59,2606.08
1889.1,1096.27
3089.51,2409.14
675.529,2481.66
2080.44,2470.4
2693.34,2675.16
1699.44,2840.9
2714.71,2650.02
2142.72,2355.62
2692.88,2668.21
3342.04,1629.62
86.3895,2415.67
1822.31,159.988
1859.17,116.095
1943.95,1336.14
1597.34,894.69
2697.15,2655.27
2723.66,2626.14
2717.73,2626.22
1933.75,433.134
2698.13,2643.42
2712.54,2623.77
2158.4,2973.33
3638.25,1429.33
2657.47,2213.52
2690.37,2643.96
1784.09,65.8771
2674.84,2657.9
2695.75,2634.05
894.656,2741.67
1727.94,1608.23
2674.68,2652.89
2674.09,2649.52
2664.68,2656.11
556.078,2207.09
2182.01,2929.67
2647.25,2667.21
2667.47,2646.62
2635.3,2674.69
2695.63,2619.13
38.359,2145.85
2650.24,2654.47
2200.23,2889.1
3413.9,200.793
261.046,1264.8
2644.33,2657.97
1691.82,371.983
730.316,320.158
884.305,2391.93
2143.98,2946.08
2636.35,2659.27
2680.09,2613.9
2662.5,2630.78
2587.77,2691.57
2710.67,2574.82
2710.67,2574.82
1991.29,1489.95
3314.63,1965.87
2387.16,1555.46
3140.65,2141.9
1291.23,1960.27
856.855,1728.16
1296.44,2528.42
2693.94,2582.93
2720.67,2551.25
171.397,167.549
2081.38,391.717
2157.76,2892.79
2603.13,2649.4
1264.65,9.62565
1649.71,875.91
1892.04,1907.33
2233.85,2845.83
557.968,1542.49
2574.3,2643.86
3111.93,2116.71
1241.72,2492.42
3260.66,2415.23
1869.4,1860.91
2327.91,1238.02
1871.44,1857.12
2093.95,2893.4
2082.47,2904.38
3296.55,1917.96
3282.76,1931.64
734.38,1663.95
1530.84,2757.78
3138.07,2672.47
2452.23,2710.69
2269.7,2892.97
2500.39,2757.22
2058.36,2908.2
2023.1,2842.66
2023.1,2842.66
2067.93,2861.23
204.707,211.734
2510.21,2655.97
2510.21,2655.97
2498.13,2658.91
1727.94,1608.23
2501.06,2650.03
2496.03,2649.37
1677.87,2464.48
3458.49,1489.07
1125.76,452.86
3292.81,1210.71
2027.52,2864.87
3477.9,550.361
1583.32,2486.19
1727.94,1608.23
2499.41,2622.15
1514.23,2216.6
195.722,1046.29
2278.25,1781.2
2432.99,2670.96
1371.55,2682.18
855.396,2235.59
2578.42,2532.17
2201.19,2082.68
1269.99,2000.49
1167.61,1875.88
1294.17,1389.78
2468.94,2624.22
3989.61,1706.9
959.344,1516.06
2427.66,2658.12
2414.46,491.499
2307.36,2760.19
1504.44,1579.69
2124.84,2160.08
1073.83,1386.55
2423.79,2632.8
2423.79,2632.8
3061.8,2978.63
2128.18,145.223
50.1895,1817.12
3757.29,2724.28
1004.69,2252.68
2414.43,2630.07
614.227,2413.3
2101.77,133.953
569.46,1256.94
3227.17,1856.8
934.665,2234.03
2406.27,2620.25
1727.94,1608.23
1533.82,696.594
2141.85,2672.75
1762.33,2014.32
2075.45,2858.32
603.567,1100.68
1192.7,1507.39
2048.96,1347.85
1245.64,1431.98
1896.19,2072.15
3057.05,2902.64
2106.87,2664.44
2679.95,2325.82
2254.26,2707.15
2685.1,2316.83
3103.75,956.633
2514.04,2204.11
1392.02,1201.61
1194,1306.21
2721.99,1494.76
3692.79,1172.54
2725.92,787.087
1151.81,1256.48
1815.91,1498.45
2859.27,2138.23
1634.48,1617.64
2777.83,2212.57
1385.1,1151.71
2955.41,2050.81
3222.69,2942.91
1639.52,2671.13
1703.74,1573.5
2447.43,2486.31
2425.14,2507.18
2427.13,2503.29
2777.33,2182.15
1715.23,1989.09
682.527,1049.26
2164.74,660.076
2635.79,2308.24
1760.32,2963.27
2463.09,2459.46
2418.6,2497.15
2456.8,2462.69
2435.49,278.771
1980.74,2698.96
2064.7,2622.85
1304.42,2195.59
834.627,1445.79
2620.33,2300.59
2724.13,2203.32
2456.5,2441.99
256.981,2353.94
1080.19,2596.29
2809.05,2120.71
2259.2,2608.8
2254.96,2611.23
2241.8,2622.31
2868.51,2064.5
1775.72,1736.39
1594.54,536.487
2049.13,2609.35
745.021,1876.06
2269.59,2592.25
2737.61,1705.66
3857.73,991.937
2067.61,2590.19
3026.53,1917.24
2731.05,2176.95
2195.77,2647.93
2234.02,2610.95
2849.36,2063.84
218.134,141.518
1288.97,2946.37
1567.19,2679.06
1964.43,2661.41
3172.28,1081.87
3114.46,1821.54
1618.54,2668.14
1887.53,2158.45
1341.71,2711.1
3110.42,1813.82
3138.69,1785.34
1954.5,2647.01
1572.44,26.3951
864.361,2795.06
2764.31,2110.05
2230.02,2582.44
1006.75,2197.74
2464.67,1909.4
195.35,2426.93
2223.34,2575.56
1759.39,2389.08
958.915,2403.21
2197.58,867.966
2293.04,2231.21
2177.26,2607.3
2167.32,2612
2413.33,1731.91
2768.31,2341.78
1957.08,2611.61
2546.37,1231.03
2043.95,2438.24
1451.49,1669.9
500.526,2525.85
1056.87,2269.05
2159.17,2607.04
3430.24,1250.93
3117.54,1771.39
1861.61,2939.85
2462.49,2334.27
621.977,142.432
2448.76,2353.02
1916.92,2625.62
2180.07,2571.71
865.908,1342.25
2441.46,2352.03
1374.01,1100.42
2782.2,2046.8
2338.24,2434.68
1975.36,2566.18
1930.84,2602.46
1734.72,2114.85
1171.25,2671.86
2458.02,2321.88
2450.77,2328.81
3904.61,2959.12
1947.29,2579.72
1673.71,2989.13
325.405,1787.58
2956.99,1033.32
2725.49,2394.64
361.521,2041.7
2655.93,2128.23
922.238,2428.23
2437.93,2322.71
1499.69,2721.56
3402.59,1031.53
2433.48,2324
2196.57,2867.15
1669.9,2969.34
2196.57,2867.15
2969.26,1859.98
2324.8,2411.82
1882.2,2609.87
1885.63,1836.09
2317.22,2416.41
2126.26,2567.61
1906.27,2584.68
1879.19,2607.31
3388.68,1103.99
2317.77,2407.62
2633.97,2132.72
1113.32,1959.46
2905.08,1245.18
3113.94,1450.73
2399.34,2328.86
1476.92,2101.73
2301.17,2413.24
1820.6,1003.53
2315.76,2400.7
1657.96,2955.86
1616.29,2586.56
2479.5,381.281
3622.34,1034.09
2411.02,2218.32
2381.12,2340.73
2826.41,1958.82
889.413,2523.7
2959.64,1844.18
2306.72,2398.47
1237.86,2272.86
1881.68,2580.85
3724.45,1667.82
1871.44,1857.12
3136.15,2768.73
2307.09,2394.88
2241.88,2446.27
1855.21,199.168
2479.95,1289.95
2175.83,2496.7
2118.34,2545.13
2356.46,2349.31
2356.46,2349.31
2822.36,2704.69
3026.89,2106.24
2114.37,2545.33
2278.36,2407.56
869.174,1274.81
2668.89,2067.74
2854.46,1915.52
2366,2330.31
2315.44,2369.15
3069,1318.05
2220.91,2444.21
953.684,1631.84
1971.35,1561.02
1010.37,1767.74
2303.9,2370.92
2328.61,2350.57
630.848,1553.87
2131.86,2512
2226.67,2431.19
2243.38,2419.08
3561.57,1478.21
2296.91,2375.02
2319.32,2357.33
2125.36,2512.91
2133.91,2504.9
652.931,842.023
1335.78,1325.03
2360.87,2316.3
2344.6,2350.5
2316.03,2354.59
360.937,2646.57
2327.3,2344.03
2339.92,2331.85
2276.1,2382.84
1883.5,2534.14
1647.68,95.092
2234.28,2411.74
1713.52,2880.92
2229.17,2415.23
2292.66,2366.21
2292.66,2366.21
2735.49,2579.26
2310.16,2348.18
1341.14,2075.18
2209.25,2425.92
2248.03,2397.1
569.899,1145.96
2181.16,2446.67
1746.26,1605.3
2188.98,2437.99
2316.31,2336.47
2327.66,2322.88
2292.97,2350.96
2024.21,83.854
2179.61,2439.48
2218.55,2407.68
2288.55,2351.86
1238.24,857.535
2304.37,2334.73
1557.43,2635.97
2314.83,2326.45
2280.92,2355.27
2326.58,2314.95
1984.02,1160.99
2197.99,2420.19
2203.47,2414.68
2325.42,2314.72
2270.13,2358.65
2264.05,2362.71
440.042,2158.55
2309.5,2322.77
2330.01,2305.02
2283.27,2343.67
2174.38,2427.82
2297.59,2133.22
2169.29,2430.82
2306.1,2322.01
2276.31,2342.99
2404.38,980.995
868.029,1726.61
1792,2599.52
944.723,2279.03
2160.83,2429.2
2208.7,2389.87
2258.14,2351
2178.26,2411.15
2185.13,2404.41
2243.94,2357.83
2243.94,2357.83
2169.82,2413.74
2157.09,2417.06
1045.46,2889.22
2232.91,2356.66
2232.91,2356.66
382.269,2820.6
1837.21,1948.3
2234.66,2353.79
2164.22,2406.76
1751.9,2274.56
2749.51,1329.65
2237.42,2349.49
1919.53,117.921
2129.08,2430.55
1130.19,1352.07
2229.74,2353.11
2223.02,2357.39
2189.5,2383.19
2152.88,2412.04
2151.5,2409.65
2135.59,2419.72
645.083,2930.64
2208.01,2363.87
106.266,2085.55
2147.06,2411.37
2147.06,2411.37
2228.4,2346.95
2127.34,2425.33
442.713,2216.26
2160.26,2398.21
2245.71,2330.9
2162.29,629.309
2190.22,2368.5
2660.51,1991.58
1555.32,2383.54
20.3294,1881.54
2265.17,2308.14
2908.33,1364.6
2908.33,1364.6
2163.76,2386.91
507.423,2608.66
2271.39,2300.29
1667.25,2672.57
2290.32,2282.54
2300.42,2274.51
2232.33,2328.12
2277.26,2292.27
2154.72,2385.63
2150.12,2390.36
2283.91,2284.67
2199.23,2348.4
2176.53,2365.48
2206.94,2341.41
3471.23,1946.95
2201.69,2342.14
1587.8,2006.5
1661.65,2667.49
1025.78,1390.93
2998.68,1685.66
2165.06,2366.03
2276.01,2279.3
2156.13,2373.83
3843.57,964.669
2171.34,2358.99
445.783,2489.96
2287.35,2264.94
1163.4,2439.1
2182.6,2348.47
1258.23,1789.98
1892.94,1334.17
1601.14,2017.38
2923.71,2059.88
2176.37,2347.19
2167.09,2352.51
2240.18,2295.8
2242.75,2293.25
2184.09,2336.36
2154.41,2359.72
2268.27,2269.99
2251.5,2283.62
2214.58,2311.13
2178.08,2339.4
2239.97,2288.88
2222.41,2302.96
2161.57,2347.9
2769.19,2348.93
458.285,10.138
2143.93,2361.44
2143.93,2361.44
2963.8,1696.3
2255.47,2273.96
2258.26,2270.39
2963.8,1696.3
2995.53,1667.11
2119.47,2377.81
2119.47,2377.81
1795.46,145.366
2979.67,1679.25
2247.77,2271.14
2124.01,2371.01
1799.4,1412.42
2137.21,2359.65
1207.54,2140.72
2293.04,2231.21
1108.11,1954.37
3330.4,2459.18
1444.04,2712.18
2166.57,2330.73
2961.34,1686.06
2211.31,2294.68
2153.09,2337.97
2400.07,2135.55
2989.08,1660.72
2256.33,2255.83
3115.27,1424.37
2183.97,2307.8
941.954,1675.66
2220.88,2278.1
2256.14,2250.6
3412.51,2987.79
989.442,848.414
642.708,1450.4
1331.02,2987.81
2196.28,2295.17
2972.25,1665.71
2187.08,431.23
2247.56,2253.41
479.554,1047.71
1996.24,2106.7
2056.6,1690.78
1520.94,2215.9
2259.27,2235.49
2246.35,2246
2992.93,1749.28
2221.15,2265.21
2242.24,2248.77
1573.34,2772.08
328.125,2279.52
2241.97,2235.26
2216.17,2255.52
295.682,2894.94
2245.63,2231.42
795.365,2401.1
775.736,1085.49
1330.82,1999.55
748.771,519.971
3628.89,773.347
2748,1823.92
2192.31,2269.09
2110.87,2329.86
1908.33,2303.37
2230.3,2235.21
2230.3,2235.21
1245.19,2517.02
2877.68,2926.02
1026.31,1473.97
2292.51,1808.63
178.458,528.794
1161.04,1879.7
2115.33,2312.96
2226.99,2227.07
1583.22,2679.47
2207.94,2238.96
1572.59,2682.73
762.37,1274
665.312,338.504
2229.21,2214.16
1598.72,937.679
2577.39,1924.62
1292.18,2945.64
1637.66,2692.09
2948.49,1633.99
2216.73,507.812
1274.87,1386.49
1631.83,2688.44
2666.62,1934.69
1573.84,2706.33
2209.47,2212.92
1306.97,1261.08
1518.04,2743.24
2927.94,1638.82
967.412,873.312
2522.5,1850.34
930.018,2746.55
1725.1,1691.58
43.396,2963.31
3767.81,2177.45
2207.32,2205.92
3128.79,2360.63
1577.87,2801.43
108.581,541.454
