x to 1.JPG,y to 1.JPG

3.94719,802.084,
8.48045,1019.2,
10.5698,448.125,
13.2654,2899.1,
14.9682,1573.82,
17.0236,1818.66,
18.7965,2844.33,
19.0908,913.988,
19.6093,2851.85,
23.4902,1476.33,
23.7683,2756.97,
25.7314,1807.31,
27.3587,2356.36,
27.937,2931.08,
29.7045,1808.72,
31.8523,654.444,
32.0327,1233.71,
33.3115,2934.39,
33.9585,615.571,
37.2708,1592.78,
40.3875,415.756,
44.3799,1493.87,
44.8127,752.879,
46.3427,1256.6,
48.9549,1164.31,
49.5701,2367.42,
51.7418,1339.74,
51.8882,1626.58,
54.1238,602.238,
54.4542,2528.96,
59.3535,1923.93,
59.4066,2335.27,
62.5846,1069.87,
62.6636,1565.94,
63.9573,1073.81,
64.8615,2159.91,
65.4056,2288.79,
65.9569,1114.65,
66.0704,2712.81,
68.9834,778.468,
69.6756,1490.9,
70.2226,1012.09,
70.5581,644.036,
70.6014,2613.76,
71.1864,1788.96,
77.615,599.137,
78.8658,2425.18,
78.9688,1297.68,
81.566,875.006,
81.566,875.006,
82.0547,2289.65,
82.9947,1192.02,
83.0698,1592.82,
83.2198,952.889,
83.7479,999.116,
85.3713,427.942,
85.3801,768.847,
85.6305,1581.53,
87.4587,2098.67,
87.7475,420.662,
88.8361,2273.24,
89.7733,1252.39,
97.8983,1779.59,
98.0708,923.112,
98.3451,1053.83,
98.3594,632.11,
98.5922,2276.66,
100.262,1206.62,
103.943,1205.48,
104.268,2876.3,
105.628,1428.75,
106.391,899.557,
106.398,2073.25,
108.371,2375.01,
109.085,939.601,
109.474,1976.79,
110.268,1134.1,
110.363,1980.64,
111.263,415.724,
112.213,2397.66,
112.749,1043.8,
115.104,2073.54,
117.125,1065.15,
119.322,594.834,
121.141,2390.82,
122.188,1042.09,
124.903,1266.64,
125.358,904.508,
126.068,1780.69,
126.1,1791.81,
126.497,2909.44,
127.338,2069.37,
130.227,426.221,
132.661,1789.03,
136.973,1968.78,
137.866,1191.72,
144.025,1869.63,
144.854,1129.18,
145.716,1134.45,
146.26,1044.25,
146.817,589.973,
149.473,449.38,
149.67,2881.41,
149.985,1206.49,
152.48,1271.37,
153.035,902.539,
153.114,2589.37,
154.484,1396.54,
156.118,2900.17,
156.345,1039.61,
161.88,742.618,
162.066,1506.13,
162.689,2051.6,
170.565,2679.23,
175.758,1231.7,
183.689,488.422,
186.344,1035.91,
186.559,480.39,
190.701,609.595,
192.182,2677.51,
193.7,1322.71,
194.064,1097.46,
194.995,917.538,
195.194,1079.09,
196.434,1094.27,
200.183,1146.73,
202.016,1171.64,
204.787,1378.26,
206.937,1240.1,
207.801,1032.36,
208.873,1665.66,
211.116,2981.41,
211.821,1325.5,
212.208,1240.03,
212.328,544.032,
215.099,2438.82,
215.109,2843.41,
218.319,1824.14,
218.895,916.735,
219.017,601.838,
219.515,1577.5,
221.477,855.951,
222.944,432.832,
224.097,1164.4,
225.099,2743.37,
225.651,1034.68,
225.736,842.385,
226.748,2988.36,
227.381,2166.85,
228.134,1357.79,
228.236,776.125,
228.286,2188.9,
233.287,2873.39,
233.442,1522.37,
235.154,2000.34,
237.615,2139.07,
239.115,1499.3,
241.286,671.325,
241.441,445.792,
241.721,823.447,
244.409,1667.37,
244.805,1509.85,
245.447,506.51,
246.059,446.125,
246.133,1828.65,
248.007,1670.43,
249.05,1983.64,
249.678,1028.63,
249.778,1057.1,
252.897,1087.72,
253.919,2227.99,
256.053,1731.07,
257.454,1793.34,
259.212,588.675,
267.381,898.708,
267.445,875.379,
267.707,857.636,
268.44,624.404,
269.516,2965.36,
269.941,586.954,
270.34,745.572,
272.766,2469.25,
276.058,1651.68,
277.495,1356.8,
277.575,2512.24,
277.865,2848.43,
278.356,1720.56,
287.811,1296.1,
288.505,1461.21,
290.892,440.773,
293.591,483.88,
294.89,642.319,
296.6,2534.55,
298.132,646.669,
299.365,2258.09,
300.905,508.11,
302.404,939.823,
302.711,2560.96,
306.447,1229.72,
306.667,1447.53,
307.206,1056.81,
307.52,579.104,
314.13,1838.25,
316.892,1060.46,
319.396,1149.46,
319.442,1764.3,
325.132,978.596,
328.013,2318.17,
328.055,1721.51,
329.179,2982.62,
330.028,1324.71,
331.171,1719.94,
334.971,1681.53,
335.178,2418.79,
336.077,1478.15,
336.548,1405.99,
339.46,2956.41,
341.53,2775.62,
342.537,2890.38,
343.529,1093.52,
345.17,1265.17,
345.677,1120.45,
347.127,2779.23,
350.863,893.434,
353.459,696.822,
353.901,1545.17,
355.219,1999.58,
359.385,572.972,
364.403,1429.13,
364.818,1054.53,
365.112,1144.8,
370.756,2461.09,
372.176,1091.68,
372.885,2443.62,
374.716,1613.05,
375.27,551.174,
375.447,2836.4,
376.175,1662.86,
377.293,2887.02,
379.453,666.844,
383.516,1176.29,
384.673,2251.88,
388.969,2499.56,
389.115,687.723,
393.296,2498,
395,696.652,
397.5,633.12,
401.509,1480.3,
403.051,522.825,
403.119,1206.36,
403.206,1164.21,
404.601,2134.01,
405.585,1212.92,
407.04,1901.56,
407.803,2701.61,
408.13,945.282,
409.018,2809.44,
410.12,1937.79,
410.955,1335.94,
412.134,1720.9,
412.939,674.036,
412.995,1362.91,
414.012,1068.39,
414.897,2629.7,
415.514,1828.67,
415.636,2846.05,
416.814,1514.47,
418.792,2990.6,
419.374,1465.75,
420.329,473.245,
431.918,926.963,
433.669,2947.23,
434.919,2986.81,
437.017,1814.3,
437.187,1202.4,
437.36,2993.17,
439.053,1383.41,
439.652,2841.29,
442.395,1898.85,
443.807,1417.97,
444.812,838.906,
447.979,2737.79,
448.093,1614.09,
449.11,2875.51,
450.554,1269.86,
450.923,1603.43,
451.553,449.094,
454.04,637.622,
454.04,637.622,
454.185,1161.56,
454.993,2944.88,
456.37,1703,
458.056,1401.53,
462.942,832.524,
464.421,1442.22,
466.343,1308.06,
466.448,635.339,
474.68,2818.12,
476.227,885.868,
476.519,784.584,
477.481,1835.64,
477.725,882.189,
478.821,893.493,
479.005,2945.86,
480.347,612.807,
480.347,612.807,
480.952,1287.99,
481.693,2984.14,
482.341,567.997,
484.85,893.527,
487.331,692.36,
488.782,1841.26,
492.121,1447.73,
495.964,2773.78,
496.906,878.232,
501.365,660.168,
509.326,2877.55,
511.002,1501.55,
511.711,1507.58,
512.073,1869.06,
512.448,951.126,
514.017,1693.81,
515.57,705.486,
517.035,2661.93,
517.341,1746.09,
519.589,2764.47,
519.805,1091.07,
523.102,1623.14,
526.92,815.849,
529.472,1705.56,
530.229,1025.77,
531.029,451.332,
531.658,1811.64,
531.66,2467.03,
534.145,2674.11,
535.882,2872.85,
536.136,1414.86,
536.14,1815.62,
537.128,2750.64,
537.502,892.708,
537.66,622.768,
538.675,1481.28,
539.225,2702.77,
540.429,675.423,
