x (24.JPG),y (24.JPG),x (14.JPG),y (14.JPG)
1830.18,2444.8,1199.28,2440.9,
1831.15,2879.84,1214.9,2898.76,
1831.37,623.149,1938.73,2574.04,
1832.99,2819.51,1216.78,2834.03,
1834.05,665.693,1504.7,1710.5,
1834.89,2760.11,1214.63,2771.61,
1835.87,2618.5,1198.12,2623.7,
1836.28,2470.85,1203.88,2467.84,
1837.44,1109.33,2011.48,569.462,
1837.74,662.613,1516.12,1066.56,
1838.04,2830.94,1222.05,2846.95,
1838.73,2316.78,1197.85,2306.58,
1839.33,2478.36,1206.71,2475.67,
1840.17,2295.47,1736.49,2278.53,
1840.17,2295.47,1736.49,2278.53,
1840.34,2248.22,1521.3,1158.64,
1840.76,2475.26,1208.49,2472.47,
1840.95,2847.46,1224.79,2863.29,
1840.97,2817.43,1223.65,2831.51,
1841.46,2730.7,1221.29,2741.17,
1841.57,2843.09,1225.67,2858.91,
1841.79,2313.49,1179.48,2303.51,
1842.33,2461.12,1210.15,2457.67,
1842.52,2466.82,1210.32,2462.16,
1842.74,2650.54,1206.46,2656.98,
1843.14,755.607,1074.52,1938.62,
1844.11,767.404,1217.85,1120.93,
1844.25,2825.62,1227.97,2838.69,
1844.33,2724.56,1223.16,2734.35,
1845.16,2644.45,1210.01,2650.08,
1845.16,2644.45,1210.01,2650.08,
1846.17,2842.04,1230.39,2856.87,
1846.24,2438.92,1216.07,2434.16,
1846.24,2438.92,1216.07,2434.16,
1846.31,2641.03,1210.17,2646.39,
1846.69,2836.42,1230.71,2850.99,
1846.82,2631.53,1210.26,2636.59,
1847.15,2616.93,1210.02,2621.53,
1848.28,2303.83,1742.07,2285.94,
1848.51,399.584,1867.48,392.039,
1848.67,2444.51,1224.49,2439.6,
1848.67,2444.51,1224.49,2439.6,
1848.71,2743.87,1761.05,2773.75,
1849.45,2733.74,1228.29,2743.95,
1850.45,2722.58,1009.12,2256.42,
1850.56,2620.05,1213.69,2624.11,
1850.91,2979.87,3798.64,2815.84,
1851.4,2361.33,1216.35,2352.51,
1851.43,2676.01,1230.17,2681.49,
1851.57,2985.17,1815.68,2871.97,
1852.34,2825.07,1236.14,2838.56,
1852.96,2801.36,1235.27,2813.75,
1853.88,2644.46,1218.43,2649.35,
1854.53,2439.31,1224.89,2434,
1854.53,2439.31,1224.89,2434,
1856.09,2699.07,1236.47,2705.84,
1856.14,2814.55,1239.35,2827.55,
1856.81,571.007,1239.63,1212.99,
1857.02,2361.46,1222.14,2352.49,
1858.08,2641.36,1222.43,2645.95,
1858.36,2816.45,1242.37,2829.23,
1859.57,2789.25,1242.14,2800.55,
1860.31,2714.97,1240.05,2722.43,
1860.46,2803.06,1243.33,2814.96,
1860.46,2803.06,1243.33,2814.96,
1861.55,899.814,1452.03,566.407,
1861.93,2720.78,1761.05,2773.75,
1862.2,2118.16,1955.36,2098.9,
1863.16,2143.28,1970.04,1949.77,
1863.49,2769.47,1245.6,2779.64,
1863.58,2802.73,1247.15,2814.2,
1864.15,2144.19,1970.04,1949.77,
1864.18,2716.96,1242.82,2724.61,
1866.69,2628.52,1231.68,2632.4,
1867.59,1868.79,1215.35,1807.6,
1867.95,2216.13,102.535,2316.3,
1868.24,2692.47,1247.76,2698.3,
1868.76,2677.88,1236.47,2705.84,
1869.71,2439.89,1241.26,2433.96,
1869.71,2439.89,1241.26,2433.96,
1870.87,2317.09,1234.16,2305.93,
1872.28,2644.86,1238.89,2648.93,
1872.29,2769.59,1254.69,2777.13,
1872.29,2769.59,1254.69,2777.13,
1872.65,863.747,2016.32,1040.16,
1872.71,2676.94,1227.83,2729.33,
1873.63,2650.1,1240.46,2653.91,
1874.39,2810.7,1258.54,2821.23,
1875.7,1904.09,1452.91,383.99,
1875.99,820.718,1430.52,793.585,
1876.06,2307.95,1238.49,2296.01,
1876.07,2137.97,1632.08,2126.8,
1876.52,1907.1,2181.5,2443.62,
1876.71,703.45,1695.84,2421.35,
1876.8,2768.03,1259.7,2776.67,
1877.07,2765.24,1259.12,2773.62,
1877.07,2765.24,1259.12,2773.62,
1877.44,1977.37,1766.34,1957.52,
1877.77,2810.75,1262.34,2820.97,
1879.01,2771.84,1262.19,2780.47,
1879.03,1259.05,1780.04,1781.51,
1879.29,819.65,1732.68,361.377,
1879.29,819.65,1732.68,361.377,
1879.76,1029.21,1908.07,1025.8,
1880.02,797.121,1907.55,795.376,
1880.59,2307.53,1039.57,2300.14,
1881.08,507.307,1626.93,2227.61,
1881.2,2994.61,1593.9,1187.79,
1881.29,2741.4,1262.77,2748.32,
1881.89,2317.86,1244.65,2306.31,
1881.92,2767.86,1264.94,2775.91,
1882.06,2684.38,1261.88,2688.96,
1882.1,408.602,1882.26,397.93,
1882.42,2879.88,1267.99,2893.07,
1882.81,2885.21,1269.26,2898.13,
1882.84,2892.05,1269.67,2905.9,
1883.35,1056.56,1911.69,1053.16,
1883.51,2672.52,1262.67,2676.13,
1883.64,2681.08,1262.68,2684.85,
1883.69,2773.19,1267.12,2781.39,
1883.85,2755.76,1265.76,2763.05,
1883.87,2666.58,1263.46,2669.83,
1883.87,2666.58,1290.51,2676.25,
1885.01,644.72,2684.5,2298.91,
1885.31,419.69,1213.82,2717.17,
1885.31,419.69,1178.86,2094.65,
1885.48,2311.39,1248.39,2299.48,
1886.54,996.244,1911.85,984.837,
1886.83,814.611,1745.81,455.897,
1887.38,966.528,818.96,1942.35,
1888.04,2893.86,1275.04,2907.65,
1888.47,2329.6,1231.79,2722.15,
1888.55,2078.19,1781.45,2059.91,
1889.11,2757.64,1271.71,2764.88,
1889.34,2729.31,1270.53,2735.06,
1889.94,856.889,1917.88,856.086,
1890.55,2137.97,1782.69,2123.31,
1891.77,2743.56,1274.19,2749.45,
1892.19,2440.25,1266.08,2433.19,
1892.19,2440.25,1266.08,2433.19,
1892.59,2747.86,1275.21,2754.11,
1893.45,2717.16,1274.59,2722.13,
1893.89,2769.86,1277.95,2777.15,
1894.26,2889.52,1280.46,2900.79,
1895.16,2766.59,1279.25,2773.32,
1895.43,2722.24,1277.91,2726.68,
1895.7,1418.57,1791.9,1402.29,
1895.7,1418.57,1791.9,1402.29,
1896.03,2731.68,1278.23,2736.33,
1896.44,2784.8,1280.09,2792.01,
1896.48,2779.96,1280.37,2787.15,
1896.7,2738.6,1278.87,2744.15,
1897.33,2759.59,1280.42,2765.88,
1897.33,2759.59,1280.42,2765.88,
1898.1,2110.64,3042.97,2428.81,
1898.97,2471.86,1270.93,2465.91,
1899.74,2714.32,1281.94,2718.08,
1900.74,2643.8,1269.5,2645.35,
1900.87,948.505,1937.29,949.011,
1901.02,2440.2,1275,2432.88,
1901.02,2440.2,1275,2432.88,
1901.13,849.507,1659.61,1217.62,
1901.56,2771.21,1285.52,2777.64,
1902.03,2468.82,1275.17,2462.4,
1902.12,2678.87,1283.46,2681.33,
1902.35,2717.52,1284.66,2721.25,
1902.69,401.384,3127.85,2360.9,
1902.76,2962.37,1285.82,2977.73,
1903.38,841.097,1937.29,949.011,
1903.76,2481.7,1276.38,2475.83,
1903.95,1083.18,3240.22,2908.57,
1904,1067.26,1876.96,914.71,
1904.37,2694.4,1285.09,2697.36,
1904.61,1455.39,1380.7,1696.15,
1904.63,2471.87,1277.15,2465.66,
1904.95,904.345,1205.52,1932.34,
1905.1,2722.45,1287.38,2726.71,
1905.17,2786.11,1289.69,2792.78,
1905.49,2769.54,1289.99,2776.08,
1906.15,2664.4,1287.96,2665.57,
1906.59,2709.68,1288.65,2712.64,
1906.87,2953.48,1289.37,2967.51,
1906.89,1449.78,1794.07,1428.15,
1907.03,2671.17,3422.05,2842.34,
1907.32,969.708,3240.22,2908.57,
1907.43,1926.08,1796.96,1908.74,
1907.62,2945.44,1290.73,2958.46,
1908.04,2698.44,1288.38,2701.37,
1908.2,2689.7,1289.25,2692.1,
1908.27,594.095,1773.55,497.677,
1908.66,1087.86,1817.76,948.605,
1908.66,1087.86,1817.76,948.605,
1908.72,921.617,1773.93,755.312,
1909.14,2683.62,1289.99,2685.4,
1909.4,2763.28,1292.68,2768.78,
1909.71,2674.47,1290.51,2676.25,
1909.71,2674.47,1290.51,2676.25,
1909.79,2948.03,1292.35,2961.62,
1910.07,2687,1290.84,2688.89,
1910.27,1453.48,1794.07,1428.15,
1910.33,2457.86,1284.6,2450.67,
1910.48,865.783,3240.22,2908.57,
1911.07,2752.89,1294.6,2757.73,
1911.57,2671.69,1292.91,2673.2,
1911.99,511.821,1621.1,300.77,
1912.46,511.184,1621.1,300.77,
1912.84,2707.4,1294.42,2710.19,
1913.11,2440.61,1288.91,2432.62,
1913.19,2768.58,1297.15,2773.77,
1913.19,2768.58,1297.15,2773.77,
1915.64,2695.53,1297.05,2697.5,
1916.84,2684.65,1297.64,2686.18,
1917.39,2704.04,1298.62,2706.11,
1917.8,2749.67,1301.91,2754.07,
1919.63,2764.01,1304.13,2769.36,
1919.76,2689.54,1301.68,2690.9,
1920.42,515.85,1798.12,414.199,
1921.19,2440.95,1297.14,2432.74,
1921.19,2440.95,1297.14,2432.74,
1921.24,2776.04,1305.93,2781.63,
1922.06,2682.18,1304.03,2683.63,
1922.87,2688.04,1305.02,2689.56,
1922.97,1377.38,1816.19,1368.28,
1922.97,1377.38,1816.19,1368.28,
1924.33,2903.39,1857.64,2880.49,
1924.86,607.529,1644.69,1013,
1924.99,2696.02,1307.91,2697.44,
1924.99,2696.02,1307.91,2697.44,
1927.17,1950.93,1809.22,1943.86,
1928.17,2692.48,1310.56,2693.57,
1928.36,2078.38,2845.22,2738.69,
1928.7,2698.63,1311.93,2699.9,
1929.66,1992.02,1269.93,1966.72,
1929.92,2441.55,1306.15,2432.89,
1930.61,2644.1,1301.63,2643.66,
1930.66,2706.68,1312.87,2707.78,
1930.66,2706.68,1312.87,2707.78,
1931.28,2869.07,1312.65,2877.35,
1931.4,1239.99,1863.76,1251.77,
1931.69,2883.69,1313.52,2891.87,
1932.11,2660.09,1315.7,2659.49,
1932.48,2735,1315.19,2736.48,
1932.66,1131.98,2896.85,2492.41,
1932.87,2696.99,1315.78,2697.96,
1934.57,2663.12,1318.34,2662.79,
1934.63,2446.59,1310.49,2438.06,
1935.53,1979.78,1276.24,1953.9,
1935.82,2707.27,1318.98,2708.73,
1935.82,2707.27,1318.98,2708.73,
1936.49,2817.58,1207.53,1910.43,
1937.28,2694.03,1320.3,2694.01,
1938.14,2054.21,1283.23,2030.65,
1938.27,2660.98,1322.42,2660.07,
1938.29,2320.65,1178.1,2310.12,
1941.49,2662.5,1838.55,2190.39,
1942.18,2688.59,1325.24,2688.68,
1945.05,1995.52,2059.85,2121.66,
1945.84,1963.82,1285.32,1937.63,
1946.02,1213.07,1641.49,1789.02,
1946.02,1213.07,1641.49,1789.02,
1946.98,2446.89,1323.99,2437.56,
1946.98,2446.89,1323.99,2437.56,
1947.72,2039.84,1293.98,2016.53,
1947.94,1255.95,262.558,2701.97,
1948.59,2060.87,1295.26,2038.46,
1949.51,2064.96,1296.33,2042.49,
1950.7,1201.68,1888.92,1195.49,
1952.96,1972.13,1293.4,1946.35,
1953.81,1192.33,1891.45,1186.57,
1954.58,2720.13,1337.02,2719.88,
1954.87,2720.03,1337.02,2719.88,
1954.89,2824.35,1335.63,2827.43,
1955.7,1450.87,1872,1426.5,
1955.96,1966.73,1295.81,1940.81,
1956.12,279.897,1466.03,385.853,
1957,2768.9,1339.25,2772.77,
1958.5,1109.38,1983.25,1106.2,
1958.5,1990.12,1300.38,1965.14,
1958.64,2723.59,1341.42,2723.37,
1958.72,2137.81,2013.64,551.649,
1959.14,1194.91,1896.01,1189.77,
1959.93,2735.16,1343.11,2735.27,
1960.29,2652.65,1333.67,2650.27,
1960.71,2441.7,1338.24,2432.02,
1960.76,1992.49,1302.49,1967.55,
1960.88,1983.59,1302.37,1958.16,
1961.09,1201.42,1897.74,1196.15,
1961.23,2064.04,1306.91,2041.7,
1962.64,2626.34,1335.23,2623.11,
1963.43,1198.22,1899.79,1193.14,
1963.62,1205.09,1899.66,1199.79,
1963.64,1234.77,1314.93,1224.99,
1963.9,1948.9,1303.33,1922.78,
1964.99,325.664,1847.86,225.877,
1965.98,1965.91,1306.51,1939.97,
1966.31,2742,1349.49,2741.96,
1966.85,2442.11,1346.06,2432.12,
1966.85,2442.11,1346.06,2432.12,
1968.34,1231.63,1478.53,1750.83,
1968.6,2952.53,1357.46,2958.2,
1969.08,2623.86,1341.49,2619.93,
1969.08,2623.86,1341.49,2619.93,
1969.4,2655.58,1343.56,2652.67,
1969.46,2726.54,1349.04,2724.75,
1969.65,2459.09,1347.52,2449.32,
1972.6,2732.71,1351.27,2731.85,
1972.98,1966.71,1314.75,1941.09,
1973.28,2723.85,1351.53,2722.84,
1973.4,2000.17,1322.57,1974.72,
1973.99,2786.11,1354.22,2787.38,
1974.4,1978.55,1400.54,949.972,
1974.48,2785.18,1354.58,2786.69,
1974.72,1097.95,1852.56,470.324,
1975.55,2899.26,1365.45,2902.39,
1976.2,2820.67,1363.99,2821.9,
1976.21,2727.17,1354.67,2725.96,
1978.73,1251.89,1914.23,1380.1,
1980.1,2724.37,1358.68,2722.43,
1980.11,2646.31,1354.08,2642.35,
1980.28,446.929,1672.71,2178.66,
1980.95,2317.88,2040.04,2290.03,
1981.73,1428.14,1877.9,1419.11,
1985.89,1378.08,1541.22,740.611,
1986.34,1384.16,1886.44,1375.88,
1988.18,516.622,1507.57,1019.97,
1988.18,516.622,1530.71,515.835,
1988.84,1375.27,1889.57,1367.14,
1988.84,1375.27,1889.57,1367.14,
1989.26,2314.46,1283.21,2301.33,
1989.78,2753.91,1372.55,2752.02,
1990.09,2594.66,1362.67,2588.41,
1990.4,460.558,1712.45,292.092,
1990.48,579.628,1537.52,878.963,
1990.75,1381.47,1891.04,1374.27,
1992.88,2259.87,1355,2243.38,
1994.48,2650.31,1370.03,2645.43,
1995.1,1385.58,1894.99,1378.04,
1995.17,2581.3,1367.54,2574.22,
1996.24,1377.65,1895.44,1369.87,
1997.01,303.991,1681.58,1158.83,
1997.37,2863.48,1388.64,2863.01,
1997.41,303.933,1681.58,1158.83,
1997.47,2036.25,1342.64,2012.84,
1997.71,2872.58,1389.87,2873.53,
2000.44,2713.94,1382.48,2710.67,
2000.97,2863.96,1392.87,2863.4,
2001.04,571.464,1630.69,2228.93,
2001.06,2868.43,1393.45,2868.83,
2001.51,2589.32,1374.31,2582.19,
2001.67,1967.91,1344.09,1942.43,
2003.89,1981.24,1350.46,1955.75,
2004.85,2902.81,1394.85,2903.81,
2005.39,2895.15,1396.08,2895.89,
2005.93,659.347,1993.34,671.514,
2006.95,2803.12,1403.96,2800.43,
2007.52,1377.05,1904.8,1370.05,
2007.52,2810.3,1973.34,1889.23,
2008.34,2581.25,1380.85,2573.18,
2009.35,2784.37,1407.08,2780.95,
2009.54,1953.36,1352.9,1927.56,
2012.17,2782.32,1409.69,2779.01,
2012.58,2895.54,1403.79,2895.65,
2013.01,1068.22,1298.38,1289.38,
2013.02,1373.09,1909.68,1366.68,
2013.66,2785.37,1410.79,2781.64,
2014.78,1974.97,1358.35,1950.02,
2015.05,663.482,2000.42,676.567,
2015.9,2760.5,1413.33,2755.35,
2017.44,2766.45,1684.88,2795.1,
2017.93,642.686,2003.1,656.747,
2018.74,2599.19,1393.12,2591.51,
2020.49,664.924,2004.96,678.917,
2023.12,1982.9,1368.01,1958.53,
2024.36,2592.81,1398.47,2584.51,
2025.34,2587.27,1399.07,2578.95,
2025.9,592.163,1314.56,2057.77,
2025.9,592.163,1984.36,601.945,
2028.62,2589.14,1403.15,2580.63,
2029.04,1364.59,1925.58,1356.71,
2029.04,1364.59,1925.58,1356.71,
2030.11,586.184,1988,598.583,
2030.26,2598.34,1405.1,2590.22,
2030.52,2593.43,1405.11,2584.71,
2032.93,587.467,1989.44,600.955,
2032.93,587.467,1989.44,600.955,
2033.93,2616.97,1409.17,2608.65,
2034.24,2904.44,1423.62,2902.39,
2034.24,2603.32,1409.27,2594.85,
2034.41,669.704,2015.52,685.024,
2038.16,2620.8,1414.13,2612.41,
2038.17,2598.37,1413.15,2589.36,
2039.06,2612.81,1414.86,2603.96,
2039.06,2612.81,1414.86,2603.96,
2040.28,2770.69,1437.46,2764.44,
2040.47,2595.04,1415.97,2585.65,
2041.42,2653.78,1418.64,2645.89,
2041.47,577.193,1999.13,592.352,
2041.52,2763.45,1439.02,2756.81,
2043.03,2647.98,1421.1,2639.76,
2043.03,2647.98,1421.1,2639.76,
2043.39,2792.89,1441.38,2787.02,
2043.96,2698.91,1443.08,2691.96,
2044.47,2771.63,1441.74,2764.89,
2044.88,1136.53,3176.86,2676.37,
2044.88,1136.53,3176.86,2676.37,
2045.88,2610.81,1421.55,2601.87,
2046.24,1954.16,386.884,1880.2,
2046.81,2599.01,1422.58,2589.45,
2047,2583.7,1421.98,2573.67,
2047.77,2443.37,1430.98,2429.96,
2047.95,2619.22,1423.84,2610.26,
2048,2592.54,1423.64,2583.06,
2048.5,2623.57,1425.03,2614.34,
2049.45,2608.91,1425.61,2599.63,
2049.54,2488.03,1430.04,2475.27,
2049.9,675.286,2027.77,691.989,
2050.1,2487.54,1430.39,2474.96,
2051.69,1183.14,1588.05,1136.63,
2051.86,534.299,1629.06,2156.19,
2052,2584.77,1428.68,2574.47,
2052.62,2676.69,1443.81,2667.67,
2053.54,2488.65,1434.01,2476,
2054.86,2610.27,1431.18,2600.49,
2055.06,489.775,1626.93,2227.61,
2055.93,1366.48,2074.42,2452.21,
2056.33,2614.38,1432.44,2604.5,
2056.61,482.426,1751.31,313.441,
2056.79,2006.28,2648.07,2227.03,
2057.02,2625.72,1433.62,2615.84,
2057.02,2600.66,1433.45,2590.69,
2057.17,2537.56,1435.4,2525.34,
2057.57,2503.03,1438.48,2490.24,
2058.8,2533.63,1435.4,2525.34,
2058.93,2484.1,1440.02,2470.72,
2059.1,2443.85,1442.08,2429.89,
2060.25,2229.52,1513.41,2654.26,
2060.89,2614.06,1437.75,2603.98,
2061.45,2475.84,1442.77,2462.46,
2061.83,2480.59,1442.91,2467.17,
2061.97,2513.64,1442.04,2500.99,
2062.54,1273.33,1551.83,1735.28,
2063.07,479.923,1132.93,2752.64,
2063.38,2400.25,1441.36,2386.99,
2063.78,2601.3,1440.2,2591.25,
2064.88,2609,1441.52,2598.68,
2064.88,2609,1441.52,2598.68,
2065.16,2429.79,1445.76,2415.27,
2065.62,2517.9,1443.71,2506.28,
2066.1,2411.29,1445.2,2396.01,
2066.1,2411.29,1445.2,2396.01,
2066.3,2404.36,1444.82,2388.45,
2066.3,2404.36,1444.82,2388.45,
2066.48,2493.15,1448.39,2480.47,
2066.7,2398,1444.66,2383.25,
2066.88,2381.02,1444.04,2365.43,
2066.88,2381.02,1444.04,2365.43,
2068.21,2440.47,1450.82,2426.14,
2068.66,2484.39,1450.24,2470.8,
2069.3,2572.08,1446.83,2560.47,
2069.86,2588.41,1446.59,2578.3,
2069.92,2393.97,1448.17,2378.59,
2069.98,2495.75,1451.57,2482.34,
2070.32,2443.69,1453.62,2429.39,
2071.22,2357.35,3536.87,2331.05,
2071.5,2374.6,1448.8,2358.93,
2071.64,2517.57,1450.54,2504.61,
2073.47,2640.69,1452.38,2630.42,
2073.84,2514.74,1454.29,2500.93,
2073.85,2592.48,1449.65,2581.06,
2073.97,809.952,2027.99,825.009,
2074.01,2656.5,1453.68,2646.41,
2074.52,2872.74,105.301,2319.56,
2074.73,2153.46,1312.21,2653.99,
2074.82,793.92,2028.73,809.734,
2074.84,2592.7,1451.44,2581.4,
2075.43,2636.27,1453.22,2625.44,
2076.8,2867.78,1819.29,2703.45,
2076.84,923.188,2005.84,933.186,
2076.99,2653.78,1456.01,2643.56,
2077.09,2590.1,1453.13,2578.84,
2077.42,2819.79,1605.96,2453.91,
2077.51,2488.14,1458.78,2474.18,
2077.87,2038.66,698.366,1969.91,
2078.05,679.166,2055.65,700.445,
2078.68,2444.79,1462.08,2430.55,
2080.05,815.855,2034.26,831.131,
2080.47,686.645,2058.51,708.558,
2080.86,920.725,2009.7,931.182,
2081.39,456.884,1618.35,172.434,
2081.61,2380.81,1459.43,2364.88,
2085.12,2285.44,1450.73,2267.62,
2085.48,2290.91,1450.54,2273.49,
2085.48,2290.91,1450.54,2273.49,
2086.15,1372.52,1976.26,1370.5,
2086.45,2740.07,1498.13,274.543,
2087.56,400.47,1629.64,109.134,
2087.62,2288.5,1453.06,2270.46,
2087.93,801.381,2065.45,765.271,
2088.16,658.68,2871.26,2498.76,
2088.32,2276.48,1454.25,2258.61,
2091.91,573.073,1792.26,406.594,
2091.93,2280.97,1457.78,2263.05,
2091.95,2316.04,1458.44,2299.18,
2092.24,1031.59,2016.32,1040.16,
2092.24,1031.59,2016.32,1040.16,
2092.6,2165.48,2974.14,2860.14,
2092.82,2291.53,1457.77,2273.81,
2093.63,2312.19,1457.53,2294.56,
2094.95,1043.85,3071.83,2771.11,
2095.53,2199.85,2002.44,2275.87,
2095.78,2309.4,1460.47,2291.76,
2095.91,2318.74,1459.75,2301.26,
2097.03,578.137,1628.34,304.951,
2097.38,2279.53,1463.14,2261.24,
2097.95,1037.01,2021.18,1046.06,
2098.32,1134.8,1898.65,880.556,
2098.38,579.775,1798.12,414.199,
2098.8,2464.08,1787.51,2440.82,
2099.52,1242.95,2181.5,2443.62,
2099.6,2312.82,1464.2,2295.44,
2101.59,2293.36,1467.6,2275.37,
2102.23,1091.3,2025.48,1099.14,
2102.3,2309.78,1466.62,2291.97,
2105.4,1134.58,2030.41,1142.38,
2105.47,2318.47,1470.97,2301.06,
2105.5,2301.13,1471.01,2283.05,
2105.52,2445.18,3215.52,2396.41,
2105.59,614.535,2078.8,640.127,
2106.87,2308.94,1472.05,2291.06,
2107.91,637.293,1254.67,2301.96,
2108.34,2298.43,1474.05,2281.02,
2108.93,2107.55,2036.23,2085.85,
2110.67,2294.6,1476.25,2276.48,
2112.75,2277.13,1479.1,2258.73,
2114.3,2280.05,1480.84,2261.88,
2114.4,1341.66,2030.93,1344.11,
2114.91,2107.83,2042.38,2086.18,
2116.17,1207.16,769.103,1893.11,
2118.42,1041.66,3105.06,2787.24,
2119.53,687.493,2082.81,712.126,
2121.7,2732.51,1296.96,2673.67,
2122.09,1317.15,2045.8,1321.59,
2124.03,1116.15,3139.03,2891.34,
2124.05,2120.65,2127.11,2097.7,
2124.68,1234.63,3345.41,2957.91,
2124.72,2105.07,2050.86,2083.08,
2124.88,1058.26,3139.03,2891.34,
2125.33,2707.88,3422.05,2842.34,
2125.56,2117.74,2128.44,2094.65,
2128.7,2223.88,1999.81,446.87,
2129.13,869.211,2064.02,887.159,
2132.51,1334.09,2049.04,1337.9,
2134.47,603.337,1735.64,510.959,
2135.04,392.423,2126.78,429.234,
2135.04,392.423,2126.78,429.234,
2135.15,1331.58,2051.67,1335.59,
2136.01,1322.28,2052.03,1326.55,
2136.01,1322.28,2052.03,1326.55,
2137.64,2445.45,1266.08,2433.19,
2138.14,2212.56,1196.07,1154.17,
2138.77,678.843,2034.88,585.182,
2139.94,860.239,2074.82,879.895,
2140.26,1325.27,2056.72,1329.99,
2140.26,1325.27,2056.72,1329.99,
2142.77,921.75,2077.33,939.992,
2143.51,874.031,2078.63,893.783,
2144.28,1319.98,2060.29,1324.94,
2144.28,1319.98,2060.29,1324.94,
2147.35,1314.39,2063.29,1319.72,
2147.35,1314.39,2063.29,1319.72,
2150.05,1308.6,2065.53,1314.18,
2151.34,2486.12,1781.43,2462.02,
2151.81,1303.03,2067.26,1309.25,
2155.13,1968.18,779.123,1951.16,
2157.13,461.441,1924.43,2702.41,
2164.51,370.92,1681.58,1158.83,
2174.91,2223.41,1704.33,689.168,
2180.19,2802.78,1467.35,899.148,
2180.41,2188.46,1984.06,2558,
2183.52,2925.45,2000.28,1341.43,
2186.81,2923.02,1996.99,1343.8,
2189.42,2869.7,1870.38,1937.43,
2196.45,2942.87,3807.04,2841.92,
2197.57,2348.87,3054.87,2442.01,
2205.63,2382.87,2084.59,2386.2,
2214.3,2815.1,3534.07,2296.81,
2214.77,1914.62,1191.9,2082.07,
2218.02,1876.86,2200.73,1865.37,
2219.92,2487.38,1226,2477.4,
2227.06,2223.68,1677.41,347.83,
2240.76,2904.58,1393.78,1732.33,
2246,2780.04,2024,2894.34,
2252.16,2309.98,1238.49,2296.01,
2252.66,2674.91,952.323,2679.51,
2253.29,2825.86,1368.01,1958.53,
2255.19,2352.72,3158.55,2372.78,
2255.59,2814.76,1658.42,2790.59,
2255.69,2823.49,1655.46,2799.07,
2257.88,2937.83,1684.64,1805.95,
2258.28,2763.68,1658.59,2741.67,
2258.63,2758.15,1658.2,2734.43,
2258.95,2739.68,1657.77,2717.35,
2260.23,2789.19,1661.9,2765.1,
2260.23,2789.19,1661.9,2765.1,
2261.86,2740.15,1660.7,2715.69,
2262.58,2815.08,1665.7,2790.04,
2263.12,2821.03,1666.29,2796.46,
2266.98,2816.9,1669.91,2792.21,
2269.8,2821.02,1672.36,2795.83,
2272.67,2720.18,972.649,2525.42,
2273.09,2700.48,707.553,2266.65,
2273.27,2831.77,3119.81,2875.9,
2273.4,2066.55,1517.22,1285.84,
2273.94,2817.52,1676.6,2791.78,
2274.31,2809.41,1676.93,2783.81,
2274.67,2063.19,2436.04,1965.49,
2274.83,2655.87,1658.16,2632.78,
2275.34,2492.28,941.442,2548.27,
2275.44,2728.01,1672.61,2704.08,
2277.05,2845.68,1679.91,2788.28,
2277.33,2604.28,1461.04,517.677,
2277.42,2813.87,1679.91,2788.28,
2277.42,2813.87,1679.91,2788.28,
2277.89,2781.59,1679.4,2795.77,
2278.24,2184.03,1750.98,2567.1,
2278.51,2773.54,1681.44,2747.92,
2279.53,2841.48,1682.29,2783.89,
2279.53,2841.48,1682.29,2783.89,
2280.1,2447.09,1224.89,2434,
2280.42,2809.89,1682.29,2783.89,
2280.42,2809.89,1682.29,2783.89,
2280.81,2655.85,1664.21,2632.6,
2281.62,2814.35,1683.01,2820.1,
2282.53,2781.89,1686.01,2756,
2282.62,2773.98,1686.39,2747.96,
2284.93,2845.56,1686.65,2818.56,
2285.83,2842.04,1688.93,2783.57,
2286.33,2810.53,1688.93,2783.57,
2286.37,2770.19,1689.6,2743.93,
2286.37,2778.26,1689.83,2751.92,
2286.76,2636.72,1669.06,2613.03,
2288.28,2629.69,1670.37,2606.13,
2288.32,2807.78,1691.06,2781.02,
2288.32,2651.45,1671.41,2627.65,
2288.55,2802.18,1691.6,2774.99,
2288.6,2725.98,1462.86,447.568,
2288.66,2846.58,1689.96,2819.69,
2288.93,2598.32,1669.72,2575,
2289.22,2855,1694.15,2756.73,
2289.28,2814.85,1691.63,2788.03,
2289.28,2814.85,1691.63,2788.03,
2289.39,2774.41,1693.56,2747.82,
2289.48,2842.59,1692.47,2783.98,
2289.64,2810.95,1692.47,2783.98,
2290.1,2823.11,1694.15,2756.73,
2290.73,2777.81,1694.51,2751.31,
2290.85,2782.56,1694.15,2756.73,
2291.05,2792.05,1693.94,2764.52,
2292.51,2808.83,1695,2781.82,
2294.35,2777.44,1698.32,2750.46,
2295.21,2652.15,1678.34,2627.88,
2297.55,2625.29,1677.66,2601.36,
2298.19,2209.31,1063.7,2659.78,
2298.96,2602.43,1679.09,2578.61,
2300.85,2615.95,1682.03,2591.83,
2302.07,2631.58,1683.47,2607.09,
2302.61,2444.01,1689.17,2420.61,
2302.61,2444.01,1689.17,2420.61,
2303.74,2588.73,1681.63,2564.64,
2305.46,2652.98,1688.38,2627.89,
2305.46,2652.98,1688.38,2627.89,
2305.49,2447.75,1692.09,2424.33,
2306.6,2644.28,1688.37,2619.27,
2307.78,1990.75,2280,1980.84,
2308.41,2312.67,1686.23,2290.2,
2308.96,2452.26,1695.64,2428.49,
