x (14.JPG),y (14.JPG),x (29.JPG),y (29.JPG)
1276.38,2475.83,2454.46,1648.13,
1276.77,2717.52,403.325,1860.42,
1277.01,1966.94,2556.39,1168.16,
1277.01,1966.94,2556.39,1168.16,
1277.95,2777.15,2418.03,1885.48,
1278.87,2744.15,2423.85,1861.45,
1279.18,2669.9,1962.02,1420.54,
1279.25,2773.32,2419.85,1883.21,
1280.09,2792.01,2419.06,1897.14,
1280.37,2787.15,2419.37,1893.36,
1280.42,2765.88,2421.83,1877.75,
1280.42,2765.88,2421.83,1877.75,
1280.65,2106.39,2530.68,1309.68,
1283.46,2681.33,2435.15,1813.95,
1284.6,2450.67,2344.64,1622.56,
1284.66,2721.25,2429.81,1844.81,
1285.57,2045.04,1246.53,1327.35,
1287.69,1104.94,1716.04,950.901,
1289.25,2692.1,2438.75,1822.83,
1289.69,2792.78,2426.8,1898.61,
1289.69,2792.78,2426.8,1898.61,
1289.97,2681.24,925.859,1595.07,
1289.99,2685.4,2439.35,1817.37,
1290.92,2669.55,2843.48,1942.38,
1290.95,2718.59,2436.39,1842.82,
1291.62,1971.02,3028.79,1875.35,
1291.65,2661.68,2440.34,1799.97,
1292.68,2768.78,2433.02,1881.75,
1292.91,2673.2,2441.65,1808.39,
1293.64,1958.44,2571.72,1159.82,
1294.42,2710.19,2440.38,1836.98,
1294.89,869.601,2926.46,2694.98,
1295.84,2794.18,2432.08,1900.03,
1296.96,2673.67,603.561,1375.34,
1297.14,2432.74,2470.35,1614.4,
1297.14,2432.74,2470.35,1614.4,
1297.15,2773.77,2435.68,1885.43,
1297.91,1968.24,2575.35,1169,
1297.91,1968.24,2575.35,1169,
1298.62,2706.11,2444.68,1834.07,
1300.38,1965.14,2577.95,1165.94,
1301.21,2367.39,3491.51,1610.9,
1301.91,2754.07,2440.53,1870.24,
1302.6,2093.08,2555.63,1296.49,
1302.79,2095.97,3544.51,2000.35,
1303.62,2909.32,2202.57,2278.07,
1304.11,860.397,1289.36,1146.69,
1305.93,2781.63,2442.48,1891.68,
1306.15,2432.89,2477.69,1614.86,
1306.51,1939.97,2590.06,1139.29,
1307.9,2712.66,2451.61,1839.88,
1307.91,2697.44,2452.87,1828.91,
1307.91,2697.44,1118.47,2664.47,
1308.98,1025.9,3953.41,1992.23,
1310.87,1273.45,3202.81,2070.37,
1310.92,1144.45,2186.97,1748.5,
1310.99,2297.17,1221.82,1731.42,
1311.93,2699.9,2455.33,1830.89,
1315.4,2685.39,346.265,2027.63,
1316.73,1156.07,2082.37,595.964,
1316.73,1156.07,2082.37,595.964,
1318.98,2708.73,2461.56,1838.18,
1319.32,1989.2,2589.41,1190.72,
1320.57,2914.03,3461.67,1539.07,
1322.42,2660.07,2465.32,1801.53,
1323.66,2921.41,1899.12,1988.39,
1327.27,2708.15,2470.86,1838.73,
1328.68,2332.98,2710.99,1151.36,
1329.48,2709.18,2470.86,1838.73,
1329.85,1955.45,2596.5,1159.27,
1330.74,1162.09,3928.09,2764.01,
1335.23,2623.11,2503.64,1771.62,
1336.19,1188.62,1582.02,1864.02,
1337.02,2719.88,2477.24,1847.94,
1337.64,2708,677.668,1344.29,
1338.04,2237.97,2779.28,1202.86,
1339.91,2877.39,3242.29,1786.41,
1340.01,2650.07,2503.99,1793.9,
1340.65,2729.55,2481.13,1856.45,
1342.65,1925.49,2627.25,1122.99,
1345.9,1949.47,2046.59,1422.11,
1347.06,2776.95,364.48,2910.64,
1347.52,2449.32,2514.09,1631.04,
1347.83,2069.46,2692.91,1758.85,
1348.2,2338.42,2456.49,1529.45,
1350.33,1164.29,446.602,1543.87,
1351.53,2722.84,2501.24,1852.37,
1352.03,2431.92,2516.89,1617.04,
1352.9,1927.56,2637.24,1124.7,
1354.68,1957.84,2630.23,1158.22,
1355.69,2703.28,2969.89,1769.55,
1358.99,1255.55,2616.62,2428.19,
1360.7,1257.98,2692.85,2534.6,
1360.95,2642.45,2522.63,1789.8,
1362.27,2021.93,2052.9,2867.92,
1362.95,1155.39,1804.69,2771.31,
1363.46,2027.29,2697.86,1145.74,
1363.79,2101.6,2691.99,1365.89,
1365.19,1265.19,2639.59,1747.62,
1366.58,2270.12,2448.32,1331.57,
1368.01,1958.53,2644.57,1157.94,
1368.51,1258.62,859.543,1459.32,
1370,1168.97,2001.65,993.555,
1370.85,2118.39,2872.59,2605.22,
1372.37,2078.14,1802.8,2900.82,
1372.38,2347.17,864.639,1494.46,
1372.48,2715.1,2158.89,1447.21,
1379.58,1141.98,654.431,1310.79,
1380.85,2573.18,2535.35,1731.16,
1382.64,2571.24,2535.35,1731.16,
1389.81,2435.79,2018.5,1760.8,
1390.36,1098.43,1194.01,1295.56,
1390.65,2869.32,1848.78,968.329,
1392.56,2346.9,3187.53,1574.36,
1392.87,2863.4,2050.04,2447.06,
1393.12,2718.02,403.47,1584.18,
1393.12,2591.51,2553.49,1749.74,
1393.45,2868.83,2502.53,1966.14,
1393.49,2011.03,1884.88,543.385,
1394.02,1107.59,2095.84,964.611,
1394.47,2268.43,1947.09,1134.79,
1394.98,956.234,2435.56,1959.55,
1397.45,1710.92,3515.36,1139.02,
1398.63,969.121,2141.54,929.036,
1398.67,2647.2,2553.46,1797.12,
1398.67,2647.2,2553.46,1797.12,
1398.72,1707.94,3066.37,1126.92,
1401.59,1937.58,2372.46,1538.47,
1402.11,682.343,1429.62,1914.93,
1403,890.249,1663.47,443.582,
1403.69,1905.12,2348.87,1537.56,
1403.96,2800.43,2044.53,1545.06,
1404.14,881.054,1663.47,443.582,
1404.18,2908.73,2716.08,1641.7,
1405.1,2590.22,2567.8,1750.98,
1405.49,1837.22,1860.53,1736.4,
1406.44,851.141,2411.28,2501.46,
1406.44,638.833,768.098,1333.55,
1407.08,2780.95,2791.64,1949.37,
1407.51,2186.96,3382.34,1788.79,
1408.67,2759.48,2879.4,1726.72,
1409.17,2608.65,2569.19,1766.7,
1409.17,2608.65,2569.19,1766.7,
1410.33,2602.27,2570.98,1761.63,
1411.36,858.576,1366.97,1906.94,
1414.13,2612.41,2572.48,1770.16,
1414.2,2789.07,2515.71,1909.85,
1415.05,1691.52,859.543,1459.32,
1417.62,2574.87,2065.65,495.953,
1417.96,988.341,3260.59,2472.82,
1418.17,2632.44,1998.43,1864.65,
1419.33,2605.41,2578.49,1765.03,
1419.95,2055.71,1770,686.487,
1421.07,2635.18,2574.64,1789.49,
1421.55,2601.87,2580.97,1762.24,
1422.1,1014.5,2865.46,1358.17,
1422.31,2292.6,598.413,1423.63,
1422.46,2001.19,3414.41,1131.72,
1423.16,2559.11,2583.83,1725.68,
1423.64,2583.06,2584.23,1747.42,
1424.86,1692.68,1864.69,558.528,
1425.03,2614.34,2581.36,1772.56,
1425.09,2605.56,2582.98,1765.82,
1425.41,942.748,2173.31,1824.75,
1425.61,2599.63,2584.34,1760.61,
1425.93,2635.29,2578.4,1790.08,
1425.96,2346.77,1868.66,731.064,
1426.18,618.464,1111.45,1269.22,
1428.68,2574.47,2588.44,1740.45,
1430.04,2475.27,1993.24,468.834,
1430.39,2474.96,1993.24,468.834,
1430.52,793.585,1621.97,566.617,
1430.52,793.585,1621.97,566.617,
1431.18,2600.49,2588.98,1761.96,
1432.44,2604.5,2589.41,1765.37,
1432.44,2604.5,2589.41,1765.37,
1433.05,2332.83,3644.57,1581.78,
1433.45,2590.69,2592.09,1754.1,
1434.03,2481.66,2590.27,1664.23,
1436.25,2333.04,3352.91,2377.85,
1437.46,2764.44,2538.75,1894.22,
1437.75,2603.98,2595.17,1765.44,
1438.48,2490.24,3927.9,2246.57,
1439.35,2634.68,2589.45,1790.7,
1440.02,2470.72,2595.33,1655.24,
1440.08,1003.78,2920.14,1346.25,
1440.2,2591.25,2598.04,1755.09,
1440.36,664.103,2082.37,595.964,
1441.36,2386.99,2608.41,1582.61,
1441.38,2787.02,1233.57,1876.01,
1441.5,2362.41,1327.68,1329.05,
1441.52,2598.68,2598.47,1761.46,
1442.01,330.325,2204.38,1288.64,
1442.04,2500.99,2597.58,1680.97,
1442.34,2349.14,887.306,1404.98,
1442.35,443.564,3067.63,1319.01,
1442.77,2462.46,2598.39,1648.01,
1443.64,1164.78,2108.76,1075.6,
1444.04,2365.43,2615.68,1563.22,
1444.82,2388.45,2611.63,1584,
1444.94,2513.37,1264.15,1347.2,
1445.2,2396.01,2610.54,1589.41,
1445.2,2396.01,2621.64,1537.92,
1445.27,2469.03,1781.19,1547.91,
1445.58,2459.47,2600.98,1645.48,
1445.65,1736.98,1982.13,580.536,
1445.76,2415.27,2606.62,1606.99,
1446.83,2560.47,2604.3,1730.38,
1446.84,2446.26,2601.19,1634.88,
1447,2694.2,1474.34,1776.17,
1447.38,2609.28,2601.5,1770.59,
1447.68,2467.67,2602.99,1652.98,
1447.68,2467.67,2359.78,1847.48,
1448.49,389.465,2392.51,1789.55,
1448.8,2358.93,2620.08,1557.74,
1448.8,2358.93,2620.08,1557.74,
1448.82,2634.47,2256.99,1602.79,
1450.24,2470.8,2604.57,1656.15,
1450.52,2568.24,2608.03,1735.69,
1450.82,2426.14,1989.03,2123.02,
1450.87,2567.86,2608.03,1735.69,
1451.53,542.671,1621.97,566.617,
1451.57,2482.34,2605.48,1665.4,
1452.03,566.407,1876.53,725.019,
1452.38,2630.42,2602.18,1788.54,
1452.63,2356.95,1193.1,1537.72,
1453.22,2625.44,3390.4,2272.47,
1453.57,406.111,2108.05,933.347,
1453.57,406.111,2108.05,933.347,
1454.06,261,1619.02,837.495,
1454.29,2500.93,3816.33,2127.4,
1454.91,450.934,2869.65,1361.95,
1455.5,1725.18,1660,1061.17,
1455.79,2476.4,2609.8,1661.05,
1455.97,995.987,1905.37,1974.29,
1456.45,1703.12,1315.55,2176.73,
1457.05,238.673,1619.02,837.495,
1457.78,2263.05,2664.46,1466.03,
1458.73,2905.11,2903.63,1589.02,
1459.18,1024.66,148.885,1323.74,
1459.49,2896.2,1848.54,1118.87,
1459.49,2896.2,3241.37,1319.07,
1459.82,992.619,1064.13,2204.04,
1459.88,2434.5,2613.2,1625.88,
1461.04,517.677,2664.15,1770.57,
1461.84,197.383,1619.02,837.495,
1462.32,1023.43,144.209,1324.16,
1462.47,1703.6,3931.66,2300.42,
1463.42,2655.93,2791.64,1949.37,
1463.44,2632.83,2708.65,2492.89,
1464.85,147.554,3926.35,2099.63,
1466.03,385.853,3071.08,1759.15,
1466.19,2861.21,3216.14,2147.09,
1466.19,2861.21,3216.14,2147.09,
1468.66,1828.54,1926.37,1128.11,
1469.07,409.751,2314.14,2882.62,
1469.25,929.396,2798.04,1929.95,
1471.53,2470.21,2141.05,1292.88,
1472,2265.35,2677.47,1468.55,
1472.61,362.529,1841.77,1002.39,
1472.79,2259.39,1863,1483.97,
1473.63,1136.21,3416.54,1812.13,
1474.05,2281.02,2679.9,1483.17,
1475.4,963.057,1746.39,1137.57,
1477.33,1681.92,1894.17,911.661,
1478.52,728.478,96.442,1427.28,
1478.53,1750.83,1291.28,1407.98,
1482.86,380.103,1677.63,2449.99,
1483.62,2750.82,1612.03,974.747,
1483.79,511.533,1977.76,592.717,
1486.86,935.614,1387.09,1351.75,
1489.63,349.48,1921.48,461.378,
1489.99,1705.93,1737.36,546.903,
1493.1,1048.31,1890.69,1329.38,
1493.62,2399.59,3673.78,1927.57,
1494.03,1785.99,1134.69,1458.78,
1496.87,449.083,1908.87,624.507,
1498.85,2882.19,3381.02,1588.73,
1499.55,2101.84,2157.64,1461.32,
1500.71,293.953,2787.53,1845.53,
1500.94,605.113,3523.8,1765.11,
1502.47,380.22,2857.04,1755.98,
1502.87,358.814,3396.38,1628.58,
1504.7,1710.5,3616.28,1584.87,
1505.59,486.5,3019.44,2001.53,
1505.78,2918.67,1170.19,1506.27,
1506.64,1979.46,3106.87,1127.18,
1507.46,2167.86,508.063,1537.72,
1507.75,1714.11,465.738,1958.6,
1507.92,198.297,1883.64,1205.85,
1508.08,2189.21,2603.61,1648.19,
1508.18,2093.44,1924.09,1600.33,
1509.05,2787.79,3760.5,2348.79,
1510.25,1717.17,2553.39,1932.12,
1510.37,1717.16,2553.39,1932.12,
1510.76,2191.63,3096.17,2691.25,
1511.64,497.816,1101.93,2365.31,
1511.94,483.676,2895.94,2558.35,
1512.89,2149.69,3265.66,1581.64,
1514.91,1250.79,1425.05,1912.03,
1515.19,1805,627.123,1387.93,
1515.71,2135.68,3007.76,1977.01,
1515.85,1813.85,1972.61,2297.99,
1515.88,2702.24,3174.91,1212.81,
1516.69,1062.61,3080.68,1730.87,
1516.97,2489.14,2373.49,2414.24,
1517.53,1161.63,2141.05,1292.88,
1518.58,1031.97,2082.37,595.964,
1518.58,1031.97,2082.37,595.964,
1519.33,1179.41,2044.07,1822.89,
1519.67,2586.89,3634.45,1542.51,
1520.6,1935.79,324.586,1096.47,
1521.75,820.438,1888.48,1000,
1521.95,1282.91,1487.19,1462.66,
1523.87,2029.38,1551.94,1194.97,
1526.21,1944.38,1803.42,1292.37,
1526.35,1787.78,1868.86,1056.07,
1526.77,293.608,1363.99,1476.54,
1527.56,1825.97,3157.39,1376.56,
1528.51,2526.25,2555.02,2539.71,
1528.51,2526.25,2555.02,2539.71,
1528.69,823.564,1888.48,1000,
1528.72,968.497,3145.16,2714.13,
1530.02,115.975,1851.42,533.699,
1531.38,2096.98,1269.02,1743.18,
1531.45,364.432,1690.42,733.325,
1532.03,701.38,1276.16,1887.48,
1532.27,499.501,2291.96,2177.99,
1532.55,636.739,2704.2,2645.04,
1534.62,757.619,3394.85,2739.5,
1535.72,298.982,2008.86,448.447,
1536.54,2664.27,2991.2,2025.03,
1537.42,1687.98,2135.22,1249.15,
1539.11,2129.99,3744.29,2451.98,
1543,882.996,1888.48,1000,
1543.51,1674.38,2135.04,1334.86,
1544.48,498.324,3523.8,1765.11,
1544.5,732.449,1832.83,1805.18,
1547.28,643.847,2611.52,1428.85,
1547.35,161.236,2870.21,1737.18,
1547.43,574.145,2247.95,2486.94,
1547.84,2127.76,1983.92,531.353,
1549.9,1657.96,1784.9,2883.27,
1551.75,891.334,2503.35,1513.08,
1553.45,1702.92,1170.67,1330.92,
1553.45,1702.92,1170.67,1330.92,
1554.06,162.801,2731.79,1139.51,
1556.67,2323.76,3764.18,2248.59,
1558.2,1534.18,78.0736,1402.29,
1558.53,626.476,3520.23,1799.01,
1560.42,2325.83,2104.93,824.818,
1561.18,391.148,1982.13,580.536,
1562.62,420.846,2840.96,2612.12,
1562.82,1705.36,2064.21,1582.04,
1565.38,2316.38,1949.68,1657.06,
1565.87,1814.9,3514.91,2781.82,
1567.62,1774.3,1775.59,1154.03,
1573.13,287.383,1925.27,1250.44,
1573.4,1290.6,2069.39,958.9,
1575.77,1238.38,2861.47,2285.78,
1576.95,1869.82,3413.84,2915.52,
1577.13,662.982,2456.34,1170.34,
1577.27,1857.43,3194.8,1817.6,
1579.03,1545.59,3157.56,2590.46,
1580.11,1812.88,1882.84,625.305,
1580.28,1834.5,1082.44,1254.18,
1582.46,1965.53,1809.62,1546.67,
1582.61,200.524,2164.62,1849.3,
1584.16,1832.16,2306.43,2459.11,
1587.44,2439.52,3173.93,2610.37,
1587.55,1303.18,3219.77,2148.94,
1588.44,1406.34,1942.15,880.788,
1588.71,1324.35,784.091,1834.15,
1588.91,2155.12,1878,666.093,
1589.65,2092.61,2138.26,932.584,
1589.86,1328.41,1845.78,1142.61,
1593.15,675.493,2253.54,2764.07,
1593.2,689.865,1131.13,1617.43,
1594.11,2132.07,3207.85,1137.99,
1595.37,2320.86,958.861,1590.14,
1596.07,616.857,2404.95,1464.06,
1596.37,413.797,3213.1,2149.26,
1596.72,684.675,2474.45,1289.79,
1597.91,1417.61,2282.16,1772.57,
1597.97,1581.66,1095.4,1103.07,
1600.64,1893.69,2662.99,2593.39,
1600.65,1195.85,1846.54,1412.83,
1600.76,2357.54,806.007,1457.32,
1601.53,551.075,3370.05,1209.9,
1601.53,551.075,1829.39,1565.63,
1602.76,248.478,2562.42,1121.22,
1603.06,145.286,1621.97,566.617,
1604.74,2556.25,1345.56,1793.01,
1605.07,646.169,2910.42,1873.37,
1605.28,1744.44,2054.55,1400.05,
1605.62,396.878,1692.09,823.55,
1605.77,2517.19,1987.48,490.145,
1606.12,1176.03,2363.6,1839.96,
1607.1,225.048,3705.24,1755.04,
1608.17,2011.33,1793.22,2816.81,
1608.35,2136.54,1810.57,600.141,
1608.82,1088.81,834.279,1393.92,
1609.81,1168.21,1508.26,1144.07,
1611.11,457.632,1979.67,1639.42,
1611.2,2085.34,621.704,1675.19,
1611.35,1491.51,1783.57,2817.15,
1611.56,2291.16,3654.1,1725.1,
1612.93,984.046,3248.74,1191.12,
1613.67,490.288,1994.66,2719.6,
1614.08,1527.73,1832.84,1247.86,
1614.31,424.951,2616.37,2554.01,
1615.47,2025.71,3866.09,2847.91,
1615.99,1480.44,3035.09,1645.59,
1615.99,1738.02,2201.44,1265.87,
1616.47,1047.23,2244.31,1358.31,
1620.19,2228.42,1925.46,669.963,
1620.97,1643.66,2972,1986.94,
1624.31,1688.68,3345.62,2663.49,
1624.46,966.948,2104.08,1824.62,
1625.65,992.482,3440.69,2687.1,
1625.71,2159.72,2125.51,1505.82,
1626.28,1769.25,110.237,1275.52,
1626.67,2151.37,2866.6,1689.39,
1626.89,1114.91,1307.1,1294.54,
1626.93,2227.61,2472.76,2556.88,
1628.34,304.951,1668.93,524.124,
1628.64,2656.07,1790.2,1806.03,
1629,2200.15,1486.75,1309.68,
1630.69,2228.93,2020.02,506.892,
1631.11,2681.22,1917.98,740.471,
1631.11,2681.22,1917.98,740.471,
1633.1,940.271,841.969,1133.95,
1635.71,1341.81,2300.15,1160.85,
1637.63,1769.7,3337.77,1785.86,
1637.74,1834.28,1816.57,1067.95,
1640.75,945.27,1602.17,773.897,
1641.49,1789.02,2469.38,1503.06,
1642.55,1546.08,2008.54,518.681,
1642.75,1784.17,2244.3,2773.28,
1643.42,1769.9,1845.56,1839.56,
1644.51,1830.2,714.84,2035.44,
1646.17,2791.05,2805.32,1386.89,
1648.24,1548.91,1836.97,1256.43,
1649.97,440.329,3345.5,2811.68,
1650.03,446.222,3913.75,1911.09,
1650.48,1682.09,106.812,1272.61,
1651.33,887.589,2007.78,1475.8,
1651.82,2844.45,831.199,1458.01,
1653.29,2820.19,1905.37,1974.29,
1653.57,2812.7,3525.93,2470.74,
1653.85,1822.38,2615.46,1160.48,
1654.67,1055.66,1882.84,625.305,
1655.54,2015.65,1511.26,2231.6,
1656.26,1662.61,1387.09,1351.75,
1656.45,2562.38,1815.4,1805.31,
1659.05,841.849,1680.38,729.635,
1659.26,1546.44,2008.54,518.681,
1659.79,1533.76,1233.1,1116.32,
1660.64,1760.94,2099.39,2324.9,
1660.89,1771.39,1726.39,1610.46,
1661.28,2131.08,2046.78,1553.53,
1662.39,900.283,1885.9,1419.24,
1663.37,1762.85,1676.46,986.535,
1663.4,1755.04,802.188,1456.98,
1663.75,1740.82,1802.8,2900.82,
1663.99,2374.82,3760.7,2314.83,
1665.3,1508.85,3099.11,1649.39,
1665.52,2345.95,961.201,1643.95,
1668.02,2424.69,1211.89,1563.78,
1668.18,947.095,3002.51,1221.54,
1668.67,1383.59,1775.46,1955.35,
1668.98,1048.91,2754.49,1884.32,
1669.35,2493.31,2704.54,1666.42,
1671.09,2695.5,2873.29,2520.29,
1671.18,1386.36,2326.01,1842.13,
1671.93,2715.92,2196.57,1638.07,
1672.39,2707.65,1658.45,1318.6,
1672.59,1257.77,3977.03,1212.64,
1672.61,2704.08,2804.42,1407.7,
1673.06,1369.32,1257.36,2154.75,
1673.89,2828.66,2333.31,1491.83,
1675.76,2292.99,2851.22,1507.85,
1676.47,2852.83,608.407,1382.08,
1676.47,2852.83,608.407,1382.08,
1677.95,1159.36,2826.94,2092.31,
1678.12,1328.15,746.334,2050,
1679.4,2795.77,2741.62,1946.5,
1679.69,883.332,3318.21,2093.38,
1679.91,2788.28,2744.7,1908.57,
1680.5,1445.96,1600.7,1090.17,
1681.58,1158.83,1845.64,1801.69,
1681.96,1765.51,1888.48,1000,
1682.3,2046.21,325.57,2053.4,
1682.48,1749.79,2728.23,1161.52,
1684.4,1926.55,3330.53,1714.56,
1684.51,1225.54,1384.4,1337.85,
1684.88,2795.1,2553.98,1906.49,
1685.27,1930.15,1536.48,1524.21,
1685.34,2128.56,1853.11,448.323,
1685.99,1396.62,2956.4,1980.31,
1686.01,2756,2756.96,1915.17,
1686.06,2827.75,2750.99,1915.95,
1686.23,2290.2,2861.42,1505.72,
1686.61,1109.88,1251.42,2698.81,
1688.38,2627.89,2812.29,1809.91,
1688.38,2627.89,2812.29,1809.91,
1691.63,2788.03,2752.47,1941.45,
1692.86,2791.61,2753.34,1944.62,
1693.94,2764.52,2755.18,1921.95,
1694.08,2953.4,2805.77,2727.13,
1694.51,2751.31,2753.34,1944.62,
1694.71,277.775,2661.93,2438.13,
1695,2781.82,2755.49,1936.84,
1695.09,1685.57,3320.41,1641.87,
1695.25,275.655,2484.64,1851.94,
1695.64,621.719,3936.75,2736.86,
1697.31,2795.61,3766.94,2568.64,
1697.73,722.324,1796.46,2181.95,
1697.96,913.07,3670.88,2922.13,
1698.33,263.627,1269.02,1743.18,
1698.94,463.17,3768.68,1955.06,
1699.67,1926.97,1618.91,559.624,
1701.01,2420.33,3079.78,1644.14,
1704.48,390.307,3944.39,1876.18,
1704.61,553.266,1177.11,2273.69,
1705.07,644.367,1856.33,605.867,
1705.15,2091.19,2186.88,1698.85,
1705.2,1289.49,1064.52,1109.43,
1705.41,1953.63,3006.32,1145.85,
1705.56,848.79,1726.46,1403.11,
1706.17,584.019,473.461,1364.96,
1707.61,2607.51,725.3,1424.88,
1709.89,175.591,2160.85,452.921,
1710.43,990.102,3368.01,1937.18,
1712.54,402.845,2942.78,1877.36,
1712.86,147.314,2145.17,887.439,
1713.03,479.709,1707.99,1324.15,
1713.82,2423.78,2848.64,1634.13,
1713.82,2423.78,2848.64,1634.13,
1714.05,2619.54,2754.28,1794.58,
1715.43,2316.35,2832.72,1529.84,
1716.2,1264.46,1319.05,1891.31,
1716.8,759.023,2134.95,1170.01,
1716.9,928.062,976.669,1371.01,
1718.35,2440.1,2852.79,1648.98,
1718.67,2424.04,2852.82,1634.58,
1719.63,1756.64,1795.52,1385.59,
1721.75,2680.34,3759.61,2259.88,
1723.93,498.882,1357.65,2200.18,
1724.46,2707.05,2044.53,1545.06,
1724.56,2316,2122.33,1507.95,
1727.55,910.044,2660.46,2485.81,
1727.81,1737.58,883.949,1646.6,
1729.71,1062.61,1692.98,546.805,
1731.77,1728.28,2852.82,1634.58,
1731.92,1398.5,2206.28,1523.95,
1733.51,2294.98,2127.45,1508.25,
1734.05,442.23,106.505,1435.56,
1734.46,896.358,1625.16,2349.16,
1735.29,2892.88,3039.77,1511.72,
1736.34,2705.63,2807.99,1879.78,
1737.47,2620.47,1897.52,1007.66,
1738.36,1054.87,3079.63,2550.01,
1738.78,2341.18,2895.41,1558.64,
1739.89,2059.92,2440.38,1836.98,
1740.2,1814.11,2692.91,1758.85,
1741.41,2797.48,80.9892,1450.69,
1741.69,2926.86,2248.48,1988.11,
1741.77,2025.39,1992,1505.07,
1742.59,2801.84,2507.96,1912.34,
1743.07,2481,2853.44,1690.17,
1743.14,1235.82,1909.37,1773.03,
1743.93,723.681,1838.1,1027.93,
1745.36,2286.46,2010.88,1561.01,
1745.75,2023.68,1995.27,1504.06,
1746.34,2795.85,1191.8,1524.27,
1747.05,1899.53,1799.04,1127.39,
1747.43,2189.63,1924.01,1590.66,
1747.81,306.301,1915.71,1478.83,
1747.89,832.997,3748.61,2877.19,
1748.68,326.604,2436.75,1178.16,
1748.78,326.998,2436.75,1178.16,
1749.94,2935.9,1914.8,1336.86,
1751.06,308.691,768.098,1333.55,
1752.15,1125.81,1004.76,2202.65,
1752.24,2573.32,1809.01,2633.03,
1755.44,2450.15,3653.24,1715.88,
1755.74,1852.81,1471.07,1071.91,
1756.5,2479.3,2866.6,1689.39,
1756.5,2479.3,2866.6,1689.39,
1756.78,1108.81,1723.88,466.134,
1757.4,2453.59,2359.78,1847.48,
1757.66,875.566,2149.16,1657.75,
1759.38,1914.99,3361.22,2729.14,
1762.83,2624.68,878.54,2152.09,
1765.43,2453.62,2353.32,1847.78,
1765.84,889.656,1465.15,1218.12,
1766.13,2663.98,1211.83,2510.96,
1766.18,2096.01,3569.7,1902.42,
1767.8,2623.62,1017.69,2104.9,
1768.44,616.889,3054.53,2557.54,
1769.45,2298.36,3084.06,1523.82,
1770.43,938.426,2929.56,2756.71,
1771.04,673.013,1351.11,2276.25,
1772.31,658.377,1351.11,2276.25,
1773.04,2423.42,2907.8,1638.71,
1773.72,2457.27,2882.71,1667.2,
1774.51,2735.18,2830.4,1912.02,
1774.84,2805.69,3760.79,2390.16,
1774.88,629.404,1853.4,1246.54,
1775.19,2777.12,2555.16,2452.09,
1777.44,2372.74,2933.05,1590.52,
1778.04,2867.59,3457.65,2647.79,
1778.61,2121.57,1802.11,1603.94,
1778.86,331.654,2035.65,621.482,
1778.91,498.086,1692.09,823.55,
1779.73,2316,2957.33,1536.08,
1780.59,2873.76,2606.69,1770.19,
1781.18,2814.72,2825.53,1974.44,
1781.43,2462.02,2915.44,1674.03,
1782.38,1769.91,1767.69,1534.59,
1784.67,2816.64,2828.6,1976,
1787.51,2440.82,2633.22,1639.48,
1788.12,2438.57,2922.63,1653.4,
1788.15,2557.51,2390.83,1315.59,
1791.9,1402.29,2001.65,993.555,
1792.47,2816.36,2607.83,1839.11,
1793.1,781.203,1861.62,1601.33,
1795.98,2815.02,2838.9,1976.49,
1795.98,2815.02,2838.9,1976.49,
1796.2,2881.98,570.456,1391.92,
1796.22,620.655,3753.18,2800.47,
1796.4,1001.53,2595.91,1153.47,
1796.45,2533.69,2873.47,1742.65,
1796.8,2471.45,2879.4,1726.72,
1796.93,2802.3,2840.08,1966.09,
1797.28,641.268,3979.47,1232.67,
1797.83,2657.08,2850.22,1848.22,
1799.54,2530.55,2876.01,1740.18,
1799.62,2805.08,2842.12,1968.67,
1802.68,2515.02,2879.4,1726.72,
1802.79,2573.33,2934.89,1774.45,
1803,2802.23,2845.17,1966.81,
1803.25,2457.36,900.825,1635.02,
1804.07,2465.1,2883.74,1675.09,
1804.43,2113.7,1734.33,621.016,
1805.18,1980.04,1199.68,1627.76,
1805.54,2773.03,624.709,1483.54,
1806.69,2110.81,1340.53,1755.45,
1808.88,2793.46,2854.64,1961.06,
1808.9,2071.95,3931.66,2300.42,
1809.84,2705.79,3179.67,1682.09,
1813.09,2259.1,2146.38,2565.78,
1813.51,2645.42,2595.8,1825.86,
1816.57,2782,2860.93,1953.15,
1818.96,172.654,3197.92,1724.29,
1819.29,2703.45,2867.2,1889.16,
1822.38,2288.01,3367.68,1527.55,
1822.64,2268.92,3466.95,2336.43,
1823.53,2801.84,1053.73,1497.98,
1824.56,952.322,1883.64,1205.85,
1825.36,2289.52,3003.36,1513.17,
1825.36,2289.52,3003.36,1513.17,
1825.43,997.861,1389.67,1144.48,
1831.37,2049.08,934.058,1133.86,
1831.49,2299.19,3008.93,1522.03,
1831.92,1214.82,795.269,2080.37,
1832.1,2650.02,2883.08,1846.36,
1832.11,2297.68,3010.13,1520.7,
1834.39,1031.42,3099.11,1649.39,
1835.05,2654.09,2885.19,1850.13,
1835.63,1137.98,2113.79,868.597,
1835.98,2199.29,2863.48,2779.9,
1836.98,2559.31,1143.57,1422.5,
1838.01,2310.26,3046.04,1596.82,
1838.21,2650.16,2888.08,1846.83,
1838.95,2660.39,2886.55,1855.79,
1840.86,2826.33,1515.58,1478.17,
1842.05,1196.9,1737.36,546.903,
1844.22,1898.44,2918.94,2063.91,
